time,doy,temp,rh,ws,swin,swout,lwin,lwout,lw,sw
2016-11-19 05:00:00,324,0.06,98.7,0.87,-0.3,0.2,-0.55,-0.06,315.3358888555715,315.32408248012877
2016-11-19 06:00:00,324,-0.1,99.4,0.72,-0.2,-0.2,-0.49,-0.24,314.8798557620657,315.17501514813415
2016-11-19 07:00:00,324,-0.01,98.6,0.0,1.4,2.4,-0.49,-0.12,315.1539240492326,314.41012239634006
2016-11-19 08:00:00,324,0.19,97.6,0.0,16.2,24.3,-0.61,0.18,315.5834060776739,306.9529456290316
2016-11-19 09:00:00,324,0.42,94.4,1.42,67.6,86.7,-0.61,0.91,315.7882069573732,295.0325989290378
2016-11-19 10:00:00,324,0.69,94.7,2.23,123.6,136.8,-1.27,0.97,316.19375893010607,303.253971444864
2016-11-19 11:00:00,324,0.97,89.8,2.06,166.8,143.9,-4.91,0.24,314.0641475878835,347.1810307047666
2016-11-19 12:00:00,324,1.68,84.4,2.06,153.4,130.8,-5.16,-4.79,323.0373364556046,350.15658084757627
2016-11-19 13:00:00,324,1.72,90.4,1.9,146.1,121.4,-10.32,-7.83,320.7227455496097,352.8242803784173
2016-11-19 14:00:00,324,1.24,87.2,2.29,106.0,89.7,-4.73,-5.52,322.34033013528443,340.65201844697276
2016-11-19 15:00:00,324,1.0,71.8,2.23,47.0,40.7,-7.46,-3.88,316.0579194021833,327.72261833960954
2016-11-19 16:00:00,324,1.39,67.72,1.48,3.9,7.8,-34.76,-4.85,286.7981460104096,317.506528536974
2016-11-19 17:00:00,324,0.42,79.4,1.67,-5.3,0.4,-57.11,-8.32,259.97947023954555,310.85314202230825
2016-11-19 18:00:00,324,-0.99,88.0,2.02,-3.3,1.5,-61.48,-7.28,247.0952855424299,305.418780229561
2016-11-19 19:00:00,324,-2.31,91.4,1.16,-3.2,1.4,-58.51,-7.41,244.7638517959026,299.66349760463936
2016-11-19 20:00:00,324,-4.16,93.8,0.46,-2.1,1.8,-51.05,-6.31,244.02181386433332,292.2390511724797
2016-11-19 21:00:00,324,-4.88,91.1,0.62,-1.9,1.8,-43.47,-5.46,248.80202243123992,289.3096965752777
2016-11-19 22:00:00,324,-5.29,92.0,0.56,-1.4,1.5,-30.84,-4.43,260.70620383118285,288.46299249706243
2016-11-19 23:00:00,324,-5.23,90.9,0.65,-1.4,1.6,-29.7,-5.28,263.3172882500634,288.60654444841055
2016-11-20 00:00:00,324,-5.42,93.1,0.86,-1.5,1.7,-28.36,-7.22,266.36193245767663,287.54257000195054
2016-11-20 01:00:00,325,-5.29,91.7,0.82,-1.5,1.8,-24.29,-9.11,273.96476345337885,287.99073747935284
2016-11-20 02:00:00,325,-3.22,75.2,1.92,-1.7,3.6,-25.14,-9.71,282.79744388569276,294.75730220918746
2016-11-20 03:00:00,325,-1.32,74.1,2.37,-4.0,3.1,-38.13,-9.35,275.6010401100867,301.19726206994505
2016-11-20 04:00:00,325,-0.97,66.1,2.08,-4.2,0.9,-30.96,-9.78,286.171389380424,305.1560410923484
2016-11-20 05:00:00,325,-1.91,79.7,0.92,-2.1,0.1,-22.16,-7.65,289.7697359484715,304.30338411848334
2016-11-20 06:00:00,325,-2.93,85.6,0.36,-1.4,0.6,-29.2,-6.62,275.65155521854075,299.9490758796978
2016-11-20 07:00:00,325,-3.59,83.6,0.72,8.3,8.6,-34.73,-7.22,266.88829839911057,299.0134459788036
2016-11-20 08:00:00,325,-2.88,75.3,0.6,72.5,58.9,-43.29,-10.2,263.46686801586776,318.59083495801656
2016-11-20 09:00:00,325,-2.16,70.2,0.37,127.1,100.8,-56.46,-17.24,259.4662723897305,336.8216442905569
2016-11-20 10:00:00,325,-0.48,60.59,0.53,213.3,164.9,-62.82,-21.49,264.6284253554895,370.5670322031873
2016-11-20 11:00:00,325,1.76,54.34,0.77,316.8,241.5,-73.35,-27.73,269.99029120352264,412.75298305712363
2016-11-20 12:00:00,325,1.69,54.25,2.73,358.8,269.2,-76.01,-22.56,260.41617806782915,429.3063787762117
2016-11-20 13:00:00,325,2.41,53.37,2.92,491.2,334.9,-75.28,-24.92,267.46781534981204,511.45837024945786
2016-11-20 14:00:00,325,2.19,57.7,2.22,266.3,153.9,-78.12,-25.4,263.63872729397764,458.5855986044853
2016-11-20 15:00:00,325,1.39,59.19,2.7,84.1,65.5,-74.91,-16.98,253.71668201985472,344.0708732831369
2016-11-20 16:00:00,325,0.86,56.21,2.07,16.3,14.2,-63.21,-14.68,262.33452465856686,322.1102035251548
2016-11-20 17:00:00,325,0.89,65.38,3.01,-1.3,1.2,-61.58,-13.41,262.8995563761993,316.81927302318866
2016-11-20 18:00:00,325,-0.17,71.3,1.63,-2.4,1.1,-69.49,-15.11,250.64887252098367,310.7197107736401
2016-11-20 19:00:00,325,-0.78,78.6,1.41,-0.4,0.1,-18.32,-7.53,299.3080146688244,311.4567749994029
2016-11-20 20:00:00,325,-1.02,83.1,1.23,-0.4,-0.1,-9.41,-5.16,305.93099048734604,310.59450878722794
2016-11-20 21:00:00,325,-1.5,91.7,1.19,-0.6,-0.2,-4.98,-2.79,306.1750181171173,308.2883593213676
2016-11-20 22:00:00,325,-0.91,91.0,1.16,-0.2,0.4,-8.8,-3.46,305.14716544464994,310.74338740450827
2016-11-20 23:00:00,325,-0.5,85.9,1.32,-0.1,1.0,-17.78,-4.61,297.78323165014825,312.0335268095343
2016-11-21 00:00:00,325,0.34,80.0,2.27,0.0,1.3,-23.79,-5.83,296.00720607052415,315.67662755812745
2016-11-21 01:00:00,326,1.14,79.7,1.75,0.5,0.7,-7.77,-5.52,318.2829067626454,320.70321372840687
2016-11-21 02:00:00,326,0.92,90.3,0.74,-1.3,0.5,-3.52,-3.34,319.69840031456164,317.7857674928379
2016-11-21 03:00:00,326,1.28,84.6,2.32,-1.0,1.4,-1.09,-2.31,323.0354617898743,318.76155387960273
2016-11-21 04:00:00,326,1.3,87.9,2.41,-1.2,1.3,-1.15,-2.67,323.4834125522384,318.7372496242573
2016-11-21 05:00:00,326,1.26,89.9,2.57,-0.8,1.2,-1.21,-2.61,323.1542375456282,319.1400698950969
2016-11-21 06:00:00,326,0.81,89.4,1.2,-0.9,0.5,-1.82,-1.82,319.3976298452632,317.74473728327973
2016-11-21 07:00:00,326,1.81,85.9,2.14,6.9,7.5,-3.76,-4.25,324.66515774440256,323.378262821144
2016-11-21 08:00:00,326,2.44,79.8,2.19,54.6,46.1,-2.73,-6.13,331.08128112815245,337.1025326039494
2016-11-21 09:00:00,326,3.17,76.1,2.35,112.4,91.3,-3.94,-9.95,337.6419617635291,355.45778230662233
2016-11-21 10:00:00,326,3.54,77.8,2.38,184.8,150.0,-2.37,-13.04,344.91773402776175,373.40651797109115
2016-11-21 11:00:00,326,4.03,70.4,1.84,226.7,181.3,-0.24,-16.07,353.3701553016624,388.28160748584185
2016-11-21 12:00:00,326,5.26,63.81,2.2,392.6,302.2,-7.7,-21.47,356.9183501315505,447.39060514926007
2016-11-21 13:00:00,326,5.02,71.8,2.17,276.8,216.8,-17.04,-23.59,347.2210142686054,410.3260910100458
2016-11-21 14:00:00,326,4.27,75.7,1.07,148.0,118.3,-8.12,-18.5,348.0963379178533,370.9062552732252
2016-11-21 15:00:00,326,3.69,82.1,0.99,92.1,73.8,-2.12,-13.83,346.86681721222345,354.6472186289885
2016-11-21 16:00:00,326,2.53,87.5,1.3,6.4,6.9,-0.43,-6.73,334.9325832934724,326.9042479924098
2016-11-21 17:00:00,326,1.97,90.1,1.53,-0.3,1.2,-0.43,-4.79,329.98923146612134,323.0706954566762
2016-11-21 18:00:00,326,2.1,84.8,1.62,-0.2,1.7,-0.43,-4.73,330.532806641693,323.2128538671948
2016-11-21 19:00:00,326,2.97,71.3,1.76,-0.4,3.2,-0.79,-4.85,334.38376131462996,325.3400777254919
2016-11-21 20:00:00,326,3.52,80.8,1.59,-0.9,3.4,-1.15,-6.79,338.883053075045,327.14751588496233
2016-11-21 21:00:00,326,2.89,77.5,1.95,-0.6,2.6,-0.85,-5.64,334.86382499787044,325.43053101912193
2016-11-21 22:00:00,326,2.82,78.8,1.6,-0.7,2.4,-0.79,-5.82,334.8133736936712,325.21479045872434
2016-11-21 23:00:00,326,2.59,85.2,1.64,-1.0,1.8,-0.85,-5.76,333.5766986431579,324.4739831768061
2016-11-22 00:00:00,326,2.33,84.0,0.98,-1.1,1.2,-0.91,-5.46,331.91713980937897,323.8297726311027
2016-11-22 01:00:00,327,1.97,85.2,1.35,-1.0,0.9,-0.91,-5.04,329.71768483093837,322.5984404389667
2016-11-22 02:00:00,327,2.14,84.6,2.22,-1.0,1.4,-0.97,-5.22,330.66300027796933,322.81176060854784
2016-11-22 03:00:00,327,1.58,85.5,2.54,-0.8,1.3,-0.85,-4.13,326.87612146175337,320.52429147355974
2016-11-22 04:00:00,327,1.35,88.7,1.0,-0.8,1.0,-0.61,-3.46,325.28814892722437,319.7981843463507
2016-11-22 05:00:00,327,0.95,93.8,0.87,-0.8,0.5,-0.36,-2.67,322.77828198549344,318.5161804506646
2016-11-22 06:00:00,327,0.88,93.7,0.6,-0.8,0.5,-0.55,-2.43,321.9437929573784,318.18936556658736
2016-11-22 07:00:00,327,0.95,90.9,0.73,5.3,5.5,-0.55,-2.67,322.5539608520814,319.8148817493659
2016-11-22 08:00:00,327,2.54,82.1,0.93,53.4,42.6,-0.43,-6.98,335.27526333921514,340.29297290237923
2016-11-22 09:00:00,327,3.02,79.8,0.64,120.7,92.6,0.97,-12.2,345.37816400280184,363.00508253881134
2016-11-22 10:00:00,327,4.53,65.1,1.07,215.5,160.9,0.61,-20.02,361.45865529429784,401.5649126732825
2016-11-22 11:00:00,327,5.77,60.8,1.47,305.1,222.2,-0.67,-26.81,374.0258366472606,441.03882366024766
2016-11-22 12:00:00,327,5.63,60.98,2.66,303.9,221.4,-4.12,-26.62,369.03984909467283,439.87810175110724
2016-11-22 13:00:00,327,5.34,63.78,2.33,193.8,143.9,-22.92,-25.16,343.6973183143561,399.96650367445056
2016-11-22 14:00:00,327,4.84,68.8,2.27,97.2,74.6,-21.04,-19.95,337.32308422994385,365.29238765379273
2016-11-22 15:00:00,327,4.64,68.55,2.06,48.0,37.6,-17.52,-16.5,336.4323277003258,349.91520845593385
2016-11-22 16:00:00,327,4.33,71.7,1.91,8.0,6.7,-15.71,-14.01,334.12487177095994,337.66678440378166
2016-11-22 17:00:00,327,3.44,82.7,1.0,-1.3,-0.1,-14.31,-10.8,327.6961314231263,330.423404150399
2016-11-22 18:00:00,327,2.01,83.1,0.44,-0.7,0.4,-9.89,-5.52,319.87122325172754,323.7319080215032
2016-11-22 19:00:00,327,1.74,87.0,0.49,-0.5,0.6,-10.98,-4.85,316.5194360748572,322.45804292255497
2016-11-22 20:00:00,327,1.44,87.1,0.44,-0.2,0.7,-11.41,-4.19,313.82153107210416,321.2831603519153
2016-11-22 21:00:00,327,1.49,87.6,0.48,-0.4,0.6,-15.72,-4.49,309.32202195652155,321.39994403444365
2016-11-22 22:00:00,327,1.45,87.2,0.6,-0.8,1.3,-32.59,-3.88,288.49658947116745,319.91335452429615
2016-11-22 23:00:00,327,1.38,87.7,0.7,-1.7,1.7,-48.37,-4.67,270.4702258249189,318.04991885915734
2016-11-23 00:00:00,327,1.29,88.6,0.49,-1.9,1.7,-51.83,-5.4,266.8249599924687,317.39166601372017
2016-11-23 01:00:00,328,0.95,88.7,0.59,-1.4,1.9,-47.21,-5.1,270.3343622688464,316.1549053621168
2016-11-23 02:00:00,328,1.07,87.7,0.66,-1.9,1.8,-49.22,-6.01,269.59649788465356,316.2434872589157
2016-11-23 03:00:00,328,0.51,93.2,0.36,-2.2,1.6,-51.34,-6.62,265.20278922012517,313.5144775318135
2016-11-23 04:00:00,328,-0.09,92.5,0.3,-0.9,1.1,-21.91,-3.64,293.6509407838833,312.85991362921976
2016-11-23 05:00:00,328,-0.14,94.4,0.34,-0.6,0.9,-14.32,-2.55,301.09426769789053,313.21941527758355
2016-11-23 06:00:00,328,0.38,92.8,0.55,-0.8,1.0,-20.82,-3.22,296.61785469066206,315.27192789018983
2016-11-23 07:00:00,328,0.52,93.0,0.65,7.5,6.7,-18.39,-3.95,300.9989777749921,318.99189394972643
2016-11-23 08:00:00,328,1.51,86.3,0.6,63.3,46.6,-26.34,-6.74,299.5340606075485,342.3912034646914
2016-11-23 09:00:00,328,3.19,72.1,0.35,156.7,111.8,-48.12,-15.41,292.0233860142678,383.65266582536583
2016-11-23 10:00:00,328,5.2,63.35,1.02,252.2,177.3,-48.72,-27.48,315.29066192077676,428.79715542727024
2016-11-23 11:00:00,328,5.64,62.92,1.66,254.6,178.2,-57.32,-32.02,312.65451630088967,432.7253545535461
2016-11-23 12:00:00,328,5.55,61.71,2.12,244.1,170.7,-65.45,-28.5,298.4580028419319,428.7413558525576
2016-11-23 13:00:00,328,5.73,63.38,1.81,250.2,167.8,-66.83,-29.77,299.2127332032718,440.2516942422328
2016-11-23 14:00:00,328,5.49,64.32,1.69,143.5,100.6,-50.39,-24.98,311.78807389578196,392.4374245451326
2016-11-23 15:00:00,328,4.98,67.93,2.15,90.3,63.2,-48.75,-20.5,305.93960056785187,371.28788864341266
2016-11-23 16:00:00,328,3.95,70.3,1.28,11.2,8.3,-31.53,-13.83,313.3971620663789,337.7182954784214
2016-11-23 17:00:00,328,3.95,73.2,1.68,-0.2,0.1,-17.65,-12.07,327.70648910297865,333.9402553367449
2016-11-23 18:00:00,328,3.54,74.7,1.44,-0.2,0.1,-16.44,-10.74,325.5906974279979,331.96614016707696
2016-11-23 19:00:00,328,3.12,82.9,1.04,-1.5,0.2,-20.93,-9.53,316.8478781117896,328.30006229124655
2016-11-23 20:00:00,328,2.87,84.1,1.77,-0.8,0.6,-29.97,-8.19,303.3988868681811,327.4602800204833
2016-11-23 21:00:00,328,2.14,82.7,0.79,-0.8,1.1,-31.18,-5.58,295.4209695813932,323.4020793806848
2016-11-23 22:00:00,328,2.14,85.2,1.0,-1.2,1.4,-42.78,-5.89,282.0915717065408,322.5756330996931
2016-11-23 23:00:00,328,1.55,83.7,0.55,-1.2,1.5,-38.9,-4.91,282.73269773534906,319.6748464956797
2016-11-24 00:00:00,328,1.06,86.4,0.73,-1.8,2.1,-57.9,-5.16,258.29825754699874,315.9605952093364
2016-11-24 01:00:00,329,0.9,84.7,0.66,-1.3,1.7,-44.49,-5.46,273.73726115025545,316.27563187044433
2016-11-24 02:00:00,329,0.95,80.4,0.92,-1.3,1.3,-42.79,-6.44,277.13483452386413,316.98135164310855
2016-11-24 03:00:00,329,1.49,74.0,1.12,-1.5,2.1,-62.87,-9.71,259.81788972511663,318.3302864193315
2016-11-24 04:00:00,329,1.41,77.7,1.58,-2.1,1.6,-67.11,-11.48,256.5260206569416,317.8365283310857
2016-11-24 05:00:00,329,1.19,75.2,1.2,-1.9,1.8,-67.66,-12.02,255.48274688218277,316.80506093176956
2016-11-24 06:00:00,329,0.63,81.7,0.93,-2.4,1.2,-65.91,-12.26,255.21783693042443,314.30874602133355
2016-11-24 07:00:00,329,-0.46,79.5,0.59,3.4,5.7,-61.91,-10.69,253.04388722951998,310.80067589539954
2016-11-24 08:00:00,329,0.25,78.9,0.71,47.5,35.4,-65.18,-13.17,255.38915238388302,331.07982534728325
2016-11-24 09:00:00,329,0.31,75.3,0.53,97.0,69.5,-64.54,-14.62,258.1348692649991,349.53982794268506
2016-11-24 10:00:00,329,2.17,66.06,0.48,162.5,114.6,-59.17,-18.33,277.5700266824883,382.3398023613549
2016-11-24 11:00:00,329,3.73,59.15,0.83,217.3,152.1,-61.59,-23.18,287.8857869662273,410.21164292844685
2016-11-24 12:00:00,329,4.74,56.86,1.29,219.3,151.1,-71.97,-25.42,283.164338176245,418.642496381676
2016-11-24 13:00:00,329,4.7,57.45,2.11,220.9,150.7,-58.72,-24.63,297.6804438014739,420.80913329379985
2016-11-24 14:00:00,329,4.59,58.59,1.54,104.8,73.6,-32.99,-20.74,322.9307460607293,374.22944735943065
2016-11-24 15:00:00,329,4.32,63.34,1.43,47.4,33.5,-28.87,-16.98,322.04572286881375,352.4943651356378
2016-11-24 16:00:00,329,3.39,70.3,0.67,5.3,4.4,-27.72,-11.59,312.5565997194257,332.66285709841037
2016-11-24 17:00:00,329,2.2,77.4,0.49,-0.8,0.2,-24.57,-6.74,304.87851626962316,324.748646139753
2016-11-24 18:00:00,329,1.72,79.5,0.33,-0.4,0.7,-18.63,-5.04,307.61766880816936,322.3638317361505
2016-11-24 19:00:00,329,1.6,80.4,0.36,-0.1,0.6,-13.04,-4.85,313.4282761396494,322.271251346261
2016-11-24 20:00:00,329,3.13,63.98,1.64,0.8,1.2,-17.6,-8.37,319.45768799622476,329.88271751216337
2016-11-24 21:00:00,329,2.7,72.4,0.92,-0.8,-0.2,-19.05,-9.04,316.48493972345454,327.59473901507204
2016-11-24 22:00:00,329,2.04,75.7,0.64,-0.2,0.4,-15.28,-6.25,314.5112245453388,324.46399904356787
2016-11-24 23:00:00,329,1.83,75.9,0.77,-0.5,0.3,-16.56,-5.7,311.3592253722362,323.23643906763175
2016-11-25 00:00:00,329,2.11,76.7,0.88,-0.4,0.8,-9.35,-5.22,320.6273307885729,324.0865987932955
2016-11-25 01:00:00,330,2.18,79.4,0.81,-0.5,0.6,-14.44,-5.77,315.5984712215707,324.5358974317242
2016-11-25 02:00:00,330,1.99,82.4,0.85,-0.5,0.1,-13.53,-5.64,315.62089002079387,324.22773771855066
2016-11-25 03:00:00,330,1.54,84.4,0.57,-0.2,0.3,-9.46,-4.92,317.4554628662179,322.22523854508444
2016-11-25 04:00:00,330,1.77,82.8,0.88,-0.2,0.9,-7.65,-4.67,320.3797996804324,322.59939826366735
2016-11-25 05:00:00,330,1.68,87.1,0.53,-1.0,0.5,-6.67,-4.67,321.1128972584381,321.70321603057505
2016-11-25 06:00:00,330,2.05,86.4,0.78,-0.9,1.3,-7.34,-4.98,322.4333446870643,322.6222466941481
2016-11-25 07:00:00,330,1.42,90.1,0.61,1.8,2.4,-4.19,-4.25,322.32266933360575,321.543448554385
2016-11-25 08:00:00,330,1.93,91.9,0.74,23.9,19.3,-1.52,-5.16,328.95029728739274,330.08370932989567
2016-11-25 09:00:00,330,2.1,88.2,0.52,60.3,46.0,0.91,-6.92,334.7004571729799,342.3391820844321
2016-11-25 10:00:00,330,2.58,86.8,0.75,101.2,74.9,1.58,-9.28,340.5539455112691,358.7829891948582
2016-11-25 11:00:00,330,3.36,79.6,0.99,145.8,107.5,1.7,-13.47,349.3666857610266,376.67483216008213
2016-11-25 12:00:00,330,3.39,84.1,1.26,140.1,103.5,0.67,-14.62,349.6522313605119,374.8116174289889
2016-11-25 13:00:00,330,3.44,79.1,1.43,161.3,117.2,0.79,-13.95,349.2427666061251,383.90628490600704
2016-11-25 14:00:00,330,4.06,78.8,0.47,128.3,90.9,0.55,-18.56,357.38756382999367,378.9814245147635
2016-11-25 15:00:00,330,3.48,82.7,0.18,47.1,34.0,-0.43,-13.95,347.9943912093881,347.498523440793
2016-11-25 16:00:00,330,2.2,87.0,0.1,4.1,4.0,-0.67,-7.95,334.524325006341,326.0473474384543
2016-11-25 17:00:00,330,1.4,90.6,0.12,-1.5,0.9,-0.61,-3.76,325.87695680238386,319.3244184316637
2016-11-25 18:00:00,330,0.82,92.7,0.26,-1.3,1.4,-0.79,-1.82,320.66032326839786,316.2565452282562
2016-11-25 19:00:00,330,0.59,92.9,0.34,-0.8,1.6,-0.73,-1.58,319.3764545320423,315.5393825131521
2016-11-25 20:00:00,330,0.92,92.2,0.31,-0.5,0.9,-0.85,-2.31,321.63464588717085,318.25802251054745
2016-11-25 21:00:00,330,0.69,94.3,0.18,-0.7,0.8,-0.49,-1.82,320.4086349631639,317.0674307128687
2016-11-25 22:00:00,330,0.66,94.3,0.22,-0.8,0.5,-0.73,-1.94,320.12726257866984,317.1638623425423
2016-11-25 23:00:00,330,0.71,96.2,0.65,-0.4,0.5,-0.36,-2.0,320.86778869842374,317.868969335968
2016-11-26 00:00:00,330,0.58,99.7,0.78,-0.4,-0.2,-0.36,-2.31,320.62863643755077,318.09026571736183
2016-11-26 01:00:00,331,0.36,100.4,0.56,-0.5,-0.5,-0.49,-1.7,318.7328271665202,317.3042557379488
2016-11-26 02:00:00,331,0.27,100.8,0.12,-0.5,-0.4,-0.49,-1.46,318.0320372701112,316.7687550977381
2016-11-26 03:00:00,331,0.18,100.9,0.26,-0.5,-0.5,-0.49,-1.09,317.17817650496994,316.4697939784056
2016-11-26 04:00:00,331,0.01,101.0,0.48,-0.7,-0.1,-0.67,-0.85,315.89571825841637,314.97482097388274
2016-11-26 05:00:00,331,-0.13,101.2,0.73,-0.5,-0.1,-0.49,-0.61,315.17820137992646,314.564269856904
2016-11-26 06:00:00,331,-0.25,101.2,0.33,-0.5,-0.6,-0.61,-0.73,314.6246966382,314.60108388731453
2016-11-26 07:00:00,331,-0.33,101.2,0.18,1.2,1.4,0.0,-2.06,316.54653573167116,313.87829488161213
2016-11-26 08:00:00,331,-0.35,101.3,0.12,15.6,18.0,0.0,-4.73,319.6067391893869,311.1887934987139
2016-11-26 09:00:00,331,-0.3,100.5,0.28,47.2,51.5,-0.55,-4.25,318.6209674654646,309.17586711127336
2016-11-26 10:00:00,331,0.75,94.7,0.28,85.6,86.9,-1.4,-3.7,321.8333829091244,317.5830877497383
2016-11-26 11:00:00,331,1.71,89.4,0.51,137.9,105.6,1.15,-11.53,338.58591921422146,361.75002783287556
2016-11-26 12:00:00,331,2.3,82.9,0.77,152.8,112.8,0.73,-13.35,343.02639465323034,373.62851980081007
2016-11-26 13:00:00,331,2.33,84.8,0.27,84.2,62.6,0.12,-13.1,342.15326731823376,352.0470099392491
2016-11-26 14:00:00,331,2.51,81.8,0.35,116.2,84.7,0.67,-13.35,343.9520793285542,364.5896236024621
2016-11-26 15:00:00,331,2.15,88.0,1.38,125.4,84.3,-0.06,-12.44,340.30890278131005,374.2168130528567
2016-11-26 16:00:00,331,1.41,92.4,0.99,18.3,14.0,-1.15,-6.86,328.9463276227031,327.2816286852769
2016-11-26 17:00:00,331,0.63,91.5,0.02,-0.1,0.5,-0.43,-2.06,320.48348037788605,317.85065865415527
2016-11-26 18:00:00,331,0.49,89.3,0.49,-0.7,0.4,-1.21,-3.28,320.351867774328,316.60924675897974
2016-11-26 19:00:00,331,-0.92,92.2,0.32,-2.1,1.2,-1.46,-3.09,313.33045029634906,307.5099072030787
