time,doy,temp,rh,ws,swin,swout,lwin,lwout,lw,sw
2016-12-06 16:00:00,341,-7.01,56.79,0.07,0.5,5.2,-83.17,-18.21,207.76739861627038,278.9126170342161
2016-12-06 17:00:00,341,-8.9,65.79,0.24,-2.7,2.2,-77.2,-14.7,202.67698980185224,270.68171235202936
2016-12-06 18:00:00,341,-10.14,65.88,0.19,-2.5,2.4,-72.89,-13.0,200.6055548371206,265.5288133967428
2016-12-06 19:00:00,341,-10.7,67.43,0.11,-2.3,2.4,-71.42,-12.39,199.3175497689915,263.46158754939296
2016-12-06 20:00:00,341,-10.97,68.25,0.2,-1.7,2.7,-70.23,-12.46,199.69986290809152,262.71048864599
2016-12-06 21:00:00,341,-11.33,68.72,0.21,-1.9,2.8,-69.49,-12.27,198.88079579260477,260.88787961787045
2016-12-06 22:00:00,341,-11.27,60.15,0.24,-1.5,3.1,-68.94,-12.27,199.77446251599957,261.250259446342
2016-12-06 23:00:00,341,-11.81,67.65,0.29,-1.7,2.4,-68.94,-11.36,196.5072759255719,259.6477717933405
2016-12-07 00:00:00,341,-12.14,70.8,0.12,-1.8,2.6,-67.75,-11.06,196.22466936705572,257.96020655713835
2016-12-07 01:00:00,342,-12.61,66.67,0.21,-1.6,2.8,-68.94,-11.36,193.28356543969858,256.069870044185
2016-12-07 02:00:00,342,-12.57,66.0,0.13,-1.8,2.7,-69.03,-11.61,193.63294942930102,256.1122882722762
2016-12-07 03:00:00,342,-12.71,67.34,0.22,-2.1,2.1,-69.03,-12.22,193.79177464692657,255.90511585117684
2016-12-07 04:00:00,342,-13.13,68.21,0.18,-2.2,2.2,-68.48,-11.67,192.11310704527898,253.9903207406745
2016-12-07 05:00:00,342,-13.53,74.6,0.1,-1.9,2.2,-66.28,-10.69,191.9622985371916,252.75332569185514
2016-12-07 06:00:00,342,-12.99,74.0,0.36,-1.3,2.7,-65.55,-11.06,195.41083907859667,255.0212286889863
2016-12-07 07:00:00,342,-13.08,76.7,0.07,-0.2,3.8,-64.44,-11.25,196.58643030414618,254.6619911069797
2016-12-07 08:00:00,342,-12.72,69.36,0.22,13.0,15.0,-62.97,-11.8,200.41050761525918,258.4624556672072
2016-12-07 09:00:00,342,-12.15,73.1,0.21,29.4,27.7,-62.37,-13.31,205.19260742262207,265.1217691699656
2016-12-07 10:00:00,342,-11.26,67.14,0.08,33.8,31.5,-63.58,-15.32,209.7443599388498,269.4373941773386
2016-12-07 11:00:00,342,-5.71,34.21,0.08,310.7,220.8,-85.47,-28.07,222.29185284141317,396.1997631129598
2016-12-07 12:00:00,342,0.61,41.11,0.64,373.8,259.5,-112.09,-44.2,238.31248382085636,453.41283801211966
2016-12-07 13:00:00,342,1.53,34.33,1.44,336.2,208.5,-111.17,-38.46,236.9243960589983,473.5359663069322
2016-12-07 14:00:00,342,1.39,41.35,0.59,143.6,63.6,-106.12,-42.75,247.29401377900467,416.56201850155486
2016-12-07 15:00:00,342,-2.46,53.87,0.08,15.0,16.8,-88.77,-27.66,232.27034639098883,302.2939591418743
2016-12-07 16:00:00,342,-5.18,62.2,0.13,1.6,5.0,-76.56,-19.3,224.76329869057915,288.3524368251718
2016-12-07 17:00:00,342,-7.09,67.17,0.08,-2.2,1.6,-62.22,-14.08,227.28384685354214,279.63331556664724
2016-12-07 18:00:00,342,-7.18,65.17,0.04,0.7,2.0,-28.42,-7.04,258.49346631988294,282.200668208903
2016-12-07 19:00:00,342,-6.78,66.59,0.23,-0.4,1.8,-39.96,-8.62,248.44504294856438,282.84882098870605
2016-12-07 20:00:00,342,-7.02,72.8,0.04,-1.9,1.8,-59.82,-11.54,227.41768158380955,280.0505033075404
2016-12-07 21:00:00,342,-8.11,66.8,0.12,-1.9,2.2,-64.54,-11.72,217.42651009567066,274.94717125269545
2016-12-07 22:00:00,342,-8.71,70.4,0.16,-1.8,2.2,-62.87,-11.18,216.23567604759702,272.5402805340197
2016-12-07 23:00:00,342,-9.13,74.8,0.17,-1.6,2.4,-61.41,-11.3,216.3438113671291,270.783008533599
2016-12-08 00:00:00,342,-9.82,77.2,0.06,-1.5,1.9,-58.21,-10.21,215.96616004497213,268.6225945195884
2016-12-08 01:00:00,343,-9.79,70.6,0.13,-0.9,2.4,-57.0,-10.02,217.29467268295218,268.86492061683646
2016-12-08 02:00:00,343,-9.49,71.5,0.11,-0.9,2.7,-56.33,-10.21,219.5549819763376,269.7556903588642
2016-12-08 03:00:00,343,-9.59,75.3,0.0,-0.9,2.4,-56.03,-10.76,220.14306437452143,269.69442210769733
2016-12-08 04:00:00,343,-9.77,73.8,0.03,-0.7,2.5,-54.02,-10.02,220.89583772193004,269.0658495283055
2016-12-08 05:00:00,343,-9.72,74.7,0.14,-0.7,2.5,-52.87,-10.02,222.46081639441823,269.27309502487867
2016-12-08 06:00:00,343,-9.45,70.7,0.2,-0.3,2.6,-50.32,-9.91,226.46273857728823,270.7484528630025
2016-12-08 07:00:00,343,-9.18,72.0,0.12,1.2,3.8,-52.2,-10.21,225.72194698286717,272.2272598518164
2016-12-08 08:00:00,343,-8.69,70.3,0.16,14.6,15.6,-53.41,-11.25,227.57104060175385,276.1660819240679
2016-12-08 09:00:00,343,-8.27,69.11,0.17,29.3,27.2,-56.21,-13.92,229.18362305615992,281.5921236464787
2016-12-08 10:00:00,343,-7.13,65.48,0.23,40.5,35.9,-58.63,-16.65,234.38575210299638,289.37984891527503
2016-12-08 11:00:00,343,-1.74,28.97,0.08,293.9,212.7,-78.4,-30.01,250.53986135183368,403.5386807142894
2016-12-08 12:00:00,343,2.44,29.87,1.03,347.6,243.0,-101.81,-41.88,256.31150544928585,450.56180060867194
2016-12-08 13:00:00,343,4.7,31.05,1.98,326.8,204.2,-103.28,-38.57,261.52932219580686,482.6745406137526
2016-12-08 14:00:00,343,3.69,35.26,0.74,136.6,54.2,-101.53,-42.68,263.5610320882565,430.326085216946
2016-12-08 15:00:00,343,-0.03,51.52,0.13,14.2,15.5,-82.62,-28.62,251.74390929461185,313.9635078778468
2016-12-08 16:00:00,343,-3.0,61.24,0.06,1.1,4.4,-69.49,-19.05,242.44586314657414,298.10111698364614
2016-12-08 17:00:00,343,-4.4,67.09,0.32,-1.6,2.1,-63.73,-14.57,237.7454062666099,291.41718902930177
2016-12-08 18:00:00,343,-5.42,67.43,0.29,-1.9,1.7,-62.41,-13.9,234.04788287089977,287.070314984241
2016-12-08 19:00:00,343,-5.9,62.7,0.33,-1.0,2.6,-60.84,-12.87,232.60186101274584,284.9867488521792
2016-12-08 20:00:00,343,-6.33,67.19,0.29,-1.4,2.0,-61.09,-12.87,230.44968261397605,283.3658573483326
2016-12-08 21:00:00,343,-6.61,69.21,0.24,-1.0,2.3,-57.7,-12.39,232.6809328932504,282.27951612819726
2016-12-08 22:00:00,343,-6.9,63.39,0.16,-0.9,2.4,-53.81,-11.48,234.95580837759445,281.03609173060505
2016-12-08 23:00:00,343,-6.31,68.41,0.32,0.6,1.8,-29.71,-8.45,262.36584495894965,286.04943409708426
2016-12-09 00:00:00,343,-5.69,64.39,0.37,-1.0,1.8,-50.78,-11.97,244.3266810344386,286.84143900374204
2016-12-09 01:00:00,344,-5.57,63.99,0.48,-1.3,2.2,-63.42,-14.27,232.6399552458379,286.5360591419418
2016-12-09 02:00:00,344,-6.14,60.98,0.39,-1.6,1.9,-66.37,-14.58,227.0542437297506,284.0672307427376
2016-12-09 03:00:00,344,-6.79,67.47,0.32,-2.4,1.5,-68.12,-15.06,222.75873328026657,280.7988749567719
2016-12-09 04:00:00,344,-6.99,64.47,0.37,-1.5,2.4,-66.74,-14.16,222.4692084145644,279.94264406981824
2016-12-09 05:00:00,344,-6.59,57.77,0.58,-1.8,2.2,-71.6,-15.97,220.58265658984953,281.5389730007114
2016-12-09 06:00:00,344,-6.91,60.92,0.5,-2.1,1.7,-70.5,-16.1,220.6627089149577,280.4029686552175
2016-12-09 07:00:00,344,-7.72,59.93,0.21,-0.4,3.2,-68.67,-15.06,218.14424889971426,277.1879324888524
2016-12-09 08:00:00,344,-7.57,62.87,0.4,16.3,16.9,-69.68,-15.67,218.30871969464204,281.3665709343115
2016-12-09 09:00:00,344,-7.32,60.6,0.3,24.2,23.8,-70.78,-17.74,220.51754792661347,283.61081829261116
2016-12-09 10:00:00,344,-6.05,49.81,0.47,39.1,35.4,-71.05,-18.83,226.93533508129562,292.9565865570925
2016-12-09 11:00:00,344,-1.47,30.91,0.22,305.9,218.7,-87.76,-31.58,242.56881312192968,411.84862421992256
2016-12-09 12:00:00,344,4.35,34.87,0.54,343.7,238.5,-106.49,-46.79,265.74481457169145,460.43194562245884
2016-12-09 13:00:00,344,4.67,38.73,0.84,280.0,183.7,-96.11,-40.38,271.985523866061,451.4778497220232
2016-12-09 14:00:00,344,4.4,43.68,0.39,164.1,100.2,-84.46,-38.99,282.7876794462045,411.9140076634418
2016-12-09 15:00:00,344,2.62,55.98,0.29,54.7,40.7,-69.68,-28.32,279.0912700715885,344.45136452259203
2016-12-09 16:00:00,344,0.2,63.69,0.11,4.5,5.6,-66.0,-20.8,263.1976135793062,315.2637292817856
2016-12-09 17:00:00,344,-1.95,71.0,0.12,-2.8,1.2,-68.21,-16.81,246.03502127290218,301.9972408714854
2016-12-09 18:00:00,344,-3.42,72.2,0.11,-1.7,2.1,-60.51,-14.02,245.23570613598096,295.6371229010341
2016-12-09 19:00:00,344,-4.1,73.4,0.17,-1.8,2.1,-61.8,-13.9,240.55593951669658,292.50399146474854
2016-12-09 20:00:00,344,-4.42,72.9,0.31,-1.4,2.6,-65.82,-14.51,235.11899758350822,290.9749598031068
2016-12-09 21:00:00,344,-5.13,71.7,0.25,-1.5,2.2,-63.99,-14.15,233.74189880883648,288.2165151016346
2016-12-09 22:00:00,344,-5.41,68.66,0.26,-0.9,2.6,-62.06,-13.72,234.2921182294472,287.2319057146892
2016-12-09 23:00:00,344,-5.21,77.6,0.12,-0.8,2.9,-60.85,-14.15,237.09992806691352,287.8673424706916
2016-12-10 00:00:00,344,-5.53,76.2,0.26,-0.4,2.1,-50.16,-13.0,246.96964406820513,287.89054135273875
2016-12-10 01:00:00,345,-5.78,73.0,0.32,-0.7,2.3,-52.29,-12.39,242.64944628455135,286.21497166825856
2016-12-10 02:00:00,345,-6.02,72.6,0.27,-1.1,2.0,-59.71,-13.18,233.7828385681347,285.0579271159505
2016-12-10 03:00:00,345,-6.18,75.2,0.23,-1.2,2.2,-59.35,-13.12,233.44592994949616,284.0126359707476
2016-12-10 04:00:00,345,-6.88,76.3,0.23,-1.1,2.3,-59.77,-12.82,229.58688599978754,281.0036510529162
2016-12-10 05:00:00,345,-7.16,80.9,0.1,-0.9,2.3,-56.37,-12.15,231.61305804473838,280.0428101108541
2016-12-10 06:00:00,345,-7.11,71.2,0.14,-1.0,2.2,-55.4,-12.27,233.1134203073453,280.25627745020245
2016-12-10 07:00:00,345,-6.71,71.6,0.23,0.6,3.3,-54.49,-12.7,236.40755125181533,282.5586728574824
2016-12-10 08:00:00,345,-6.32,73.4,0.11,13.1,13.9,-54.61,-14.04,239.52464448118158,286.4785996169549
2016-12-10 09:00:00,345,-6.21,74.0,0.07,24.6,23.5,-54.56,-15.06,241.26217764776143,289.1960619452821
2016-12-10 10:00:00,345,-5.6,71.8,0.13,33.4,30.8,-55.82,-16.89,244.57573860149742,293.6076158151928
2016-12-10 11:00:00,345,-0.27,50.65,0.27,287.6,207.4,-75.28,-29.39,260.2113833945461,409.07797135204316
2016-12-10 12:00:00,345,5.02,38.75,1.56,358.5,249.9,-97.68,-39.99,271.37685842444955,467.70507566175775
2016-12-10 13:00:00,345,7.11,34.99,2.19,324.6,202.4,-102.82,-38.68,274.08012956824484,494.08012956824484
2016-12-10 14:00:00,345,6.51,39.73,0.74,138.3,55.2,-102.82,-44.55,278.02452042216373,444.9312500561661
2016-12-10 15:00:00,345,3.21,55.11,0.24,14.9,16.1,-86.57,-30.86,264.964453244163,329.3210057825337
2016-12-10 16:00:00,345,-1.01,66.63,0.18,0.4,3.8,-74.45,-21.66,248.6685525129677,306.980240824656
2016-12-10 17:00:00,345,-3.02,72.8,0.05,-2.4,1.5,-65.73,-15.78,242.93495449987196,297.30331341368543
2016-12-10 18:00:00,345,-3.83,71.4,0.09,-1.0,2.7,-63.07,-14.27,240.68779239319053,293.9345456399438
2016-12-10 19:00:00,345,-4.22,71.4,0.09,-1.4,2.4,-62.1,-14.57,240.4630720542919,292.0923518653899
2016-12-10 20:00:00,345,-4.69,77.1,0.15,-1.5,2.2,-62.85,-15.18,238.2299282128608,290.14256103458456
2016-12-10 21:00:00,345,-5.35,76.1,0.07,-1.6,1.9,-62.66,-14.75,235.06105666834037,287.4931700095446
2016-12-10 22:00:00,345,-5.6,74.8,0.08,-1.0,2.7,-60.97,-14.39,235.54386138780202,286.1695992862672
2016-12-10 23:00:00,345,-5.99,77.0,0.11,-0.2,3.0,-59.95,-13.6,234.12507288307683,285.06958291849594
2016-12-11 00:00:00,345,-6.42,68.54,0.2,-0.9,2.6,-60.5,-14.39,232.55328388569495,282.86024964720616
2016-12-11 01:00:00,346,-6.15,73.8,0.44,-0.8,2.6,-62.69,-14.27,230.98982034695737,284.1421225901687
2016-12-11 02:00:00,346,-6.58,69.95,0.32,-1.3,2.2,-62.56,-14.27,229.29149499318652,282.17225060121484
2016-12-11 03:00:00,346,-6.67,69.56,0.34,-1.3,2.1,-61.29,-14.46,230.6287703651417,281.9038589129575
2016-12-11 04:00:00,346,-6.02,67.08,0.6,-0.7,2.7,-63.6,-15.25,231.6340782375562,284.70373585266833
2016-12-11 05:00:00,346,-6.66,72.4,0.22,-1.9,1.7,-61.84,-15.25,230.95504353804918,281.7106515663845
2016-12-11 06:00:00,346,-6.84,73.0,0.26,-1.6,1.9,-61.11,-14.46,230.11238130764343,281.05689134306255
2016-12-11 07:00:00,346,-6.71,63.41,0.32,2.3,4.7,-57.65,-13.37,233.46776376657328,282.91286412076454
2016-12-11 08:00:00,346,-5.75,67.54,0.42,37.7,30.6,-55.28,-15.31,242.69687114328974,298.2694803522626
2016-12-11 09:00:00,346,-4.76,59.91,0.55,52.3,42.8,-67.11,-18.1,236.3408232804847,305.4199259959511
2016-12-11 10:00:00,346,-2.4,46.71,0.81,58.5,48.6,-79.04,-23.13,238.67965637777354,316.3774131664394
2016-12-11 11:00:00,346,2.86,24.68,0.71,333.4,237.0,-82.9,-35.1,272.63100645284527,442.87894033714275
2016-12-11 12:00:00,346,5.43,23.99,1.7,195.5,143.0,-78.4,-39.02,295.00027137033896,403.47724893822567
2016-12-11 13:00:00,346,4.06,36.82,0.98,152.8,104.1,-90.06,-35.24,270.10303018182367,392.32262876505865
2016-12-11 14:00:00,346,1.45,39.03,0.45,80.7,48.9,-95.01,-32.33,248.3903320921828,359.93696727518164
2016-12-11 15:00:00,346,-0.95,55.28,0.42,18.4,18.4,-86.66,-24.93,238.38800924833112,311.26876485635944
2016-12-11 16:00:00,346,-2.91,60.05,0.51,1.9,5.4,-78.49,-19.06,232.23457215992403,298.26763001116365
2016-12-11 17:00:00,346,-4.24,69.43,0.46,-2.7,1.8,-75.74,-17.48,227.70661622134082,291.1776906015061
2016-12-11 18:00:00,346,-6.1,71.3,0.38,-2.7,1.7,-71.79,-15.17,221.5245005311954,283.17739309317886
2016-12-11 19:00:00,346,-6.61,74.7,0.29,-2.1,2.1,-69.49,-14.09,220.76830007152668,281.21694233835075
2016-12-11 20:00:00,346,-7.82,75.2,0.27,-1.6,2.3,-66.83,-12.63,217.02378815226263,276.4098566292402
2016-12-11 21:00:00,346,-7.46,69.75,0.46,-1.2,2.7,-66.56,-13.3,219.66181631034632,277.93808549570645
2016-12-11 22:00:00,346,-7.81,64.47,0.41,-1.9,2.1,-70.87,-13.85,213.73675717601037,276.334159773413
2016-12-11 23:00:00,346,-8.19,63.54,0.5,-1.6,2.0,-66.92,-13.6,216.49853827984074,275.19983698113947
2016-12-12 00:00:00,346,-8.4,60.93,0.38,-1.3,1.6,-50.3,-11.54,232.80373570413357,275.1413980417959
2016-12-12 01:00:00,347,-6.94,51.96,0.55,1.0,1.7,-21.26,-8.08,269.200204516305,283.9345610688434
2016-12-12 02:00:00,347,-4.7,49.13,0.96,-0.7,1.6,-48.9,-14.39,253.72323921262063,291.7515745136832
2016-12-12 03:00:00,347,-4.38,38.42,0.83,0.2,1.0,-23.02,-10.93,281.5996976529375,294.9290955277899
2016-12-12 04:00:00,347,-1.26,36.67,1.77,0.5,1.4,-26.54,-15.37,296.66548724247315,308.79063482216617
2016-12-12 05:00:00,347,-1.28,41.01,1.16,0.1,0.6,-23.62,-14.39,298.8647639705339,309.1717297320451
2016-12-12 06:00:00,347,-0.82,46.22,2.6,-0.1,0.3,-22.53,-13.36,301.0373801056873,311.39157136896944
2016-12-12 07:00:00,347,-0.96,50.57,2.51,0.2,0.7,-23.74,-12.33,297.751951811634,310.6327074196623
2016-12-12 08:00:00,347,-1.24,52.51,1.27,22.8,18.5,-34.43,-12.45,283.9939756159054,315.02113027942374
2016-12-12 09:00:00,347,-1.55,55.65,0.85,48.3,39.3,-68.76,-17.61,248.14374432943455,319.1590926175101
2016-12-12 10:00:00,347,-2.47,56.52,0.33,32.7,31.0,-85.19,-20.46,227.95145680602292,306.3812088721386
2016-12-12 11:00:00,347,-1.24,42.4,1.13,296.9,210.9,-95.75,-25.68,227.2171161117732,411.47921764660197
2016-12-12 12:00:00,347,0.1,43.16,2.87,370.2,255.4,-105.66,-26.51,222.65198923984792,451.63664095177234
2016-12-12 13:00:00,347,0.93,45.54,1.5,329.7,203.2,-108.32,-29.23,226.58098464652548,469.3082573737982
2016-12-12 14:00:00,347,-0.74,50.9,2.6,146.4,60.0,-101.9,-26.8,223.56456234264255,414.2375257428787
2016-12-12 15:00:00,347,-2.72,51.8,0.37,15.4,17.8,-89.78,-20.5,221.4566333225745,300.41767228361346
2016-12-12 16:00:00,347,-4.81,64.0,0.35,0.4,4.9,-83.63,-17.78,216.2397122027631,288.6718255439673
2016-12-12 17:00:00,347,-7.12,68.44,0.16,-3.2,2.1,-77.48,-14.2,209.28087069243196,277.7342355094331
2016-12-12 18:00:00,347,-8.49,68.26,0.14,-2.6,2.5,-73.62,-12.45,205.96705583677564,272.16540294421367
2016-12-12 19:00:00,347,-9.48,76.2,0.09,-2.2,2.5,-71.51,-11.42,203.10304744285696,268.49856102018873
2016-12-12 20:00:00,347,-9.95,74.8,0.17,-1.9,2.6,-71.88,-11.67,201.01259603291788,266.7859136244173
2016-12-12 21:00:00,347,-10.68,80.0,0.18,-2.2,2.2,-71.24,-12.21,199.39955893965055,263.8977879833341
2016-12-12 22:00:00,347,-11.07,77.3,0.22,-2.1,2.4,-69.31,-12.34,200.2358718263819,262.1839237744338
2016-12-12 23:00:00,347,-11.59,78.8,0.1,-1.9,2.9,-65.36,-11.55,201.8500061181523,259.7130521630165
2016-12-13 00:00:00,347,-12.05,78.2,0.35,-2.3,2.4,-63.14,-11.91,203.03409665547005,257.969161590535
2016-12-13 01:00:00,348,-12.65,83.1,0.12,-2.2,2.5,-58.16,-10.58,204.9295327979912,255.55527069645635
2016-12-13 02:00:00,348,-12.86,82.2,0.08,-2.1,3.0,-54.76,-9.6,206.9457447025938,254.24208472620654
2016-12-13 03:00:00,348,-13.46,76.2,0.18,-2.6,2.7,-51.98,-8.39,206.4078763425803,251.61448791282822
2016-12-13 04:00:00,348,-13.47,77.8,0.34,-3.1,2.3,-49.97,-7.96,208.23356600343203,251.45670649929983
2016-12-13 05:00:00,348,-13.59,77.7,0.19,-2.7,2.1,-46.44,-7.48,211.35825638195564,251.6888348943523
2016-12-13 06:00:00,348,-13.74,79.0,0.16,-2.3,2.2,-42.06,-6.93,215.28570869045117,251.448636671561
2016-12-13 07:00:00,348,-13.44,75.7,0.12,-1.2,3.1,-39.02,-6.32,219.3444682839056,252.87457454128457
2016-12-13 08:00:00,348,-12.78,76.6,0.06,9.6,13.2,-37.88,-6.08,223.03917705654646,256.3331558050707
2016-12-13 09:00:00,348,-11.88,71.3,0.09,19.7,22.6,-39.76,-7.11,225.65731055201562,260.7812774941644
2016-12-13 10:00:00,348,-11.28,67.94,0.29,27.2,29.1,-38.42,-7.6,230.25321202623385,264.3972498066353
2016-12-13 11:00:00,348,-6.48,37.63,0.31,330.6,210.0,-58.22,-16.77,237.79691005864856,429.11922410823536
2016-12-13 12:00:00,348,0.62,21.6,0.16,364.4,245.5,-103.55,-41.83,245.64355215878078,458.890305405534
2016-12-13 13:00:00,348,1.54,33.2,1.38,309.1,194.3,-107.13,-41.06,244.81083476704433,458.3527473998661
2016-12-13 14:00:00,348,-0.16,39.48,1.42,133.3,63.4,-94.92,-33.3,242.14719476820025,397.42464459110465
2016-12-13 15:00:00,348,-2.5,50.94,0.23,27.1,23.3,-79.13,-24.87,240.17781677980543,308.7256326003485
2016-12-13 16:00:00,348,-4.53,62.67,0.14,2.7,5.3,-70.87,-18.27,233.11211759676357,292.143994810459
2016-12-13 17:00:00,348,-6.56,67.5,0.26,-2.0,1.8,-62.77,-14.15,228.98781676535037,281.90399149970693
2016-12-13 18:00:00,348,-6.59,67.25,0.36,-0.1,1.8,-39.16,-10.38,252.28277465360395,284.0183118436866
2016-12-13 19:00:00,348,-5.98,64.84,0.42,0.5,1.3,-23.74,-7.89,270.1777675479078,287.94636258923015
2016-12-13 20:00:00,348,-5.57,68.32,0.43,-0.7,0.9,-35.95,-9.66,259.6293295079395,288.77927047606227
2016-12-13 21:00:00,348,-5.67,71.5,0.26,0.2,0.9,-17.97,-6.8,277.0462984720682,289.407573560616
2016-12-13 22:00:00,348,-4.66,71.7,0.22,0.1,1.0,-21.25,-7.04,277.8657271165532,293.58001283083894
2016-12-13 23:00:00,348,-5.11,75.7,0.36,-0.9,1.0,-29.58,-7.71,266.85167294896337,290.4290047081133
2016-12-14 00:00:00,348,-5.39,79.4,0.03,-0.8,0.9,-29.58,-6.87,264.6389270738762,289.444121879071
2016-12-14 01:00:00,349,-5.92,80.6,0.15,-1.3,1.5,-43.42,-8.08,247.42674119992222,285.8446868905952
2016-12-14 02:00:00,349,-5.83,75.0,0.34,0.2,1.5,-25.45,-6.5,267.16711763330056,288.005370289735
2016-12-14 03:00:00,349,-5.79,77.8,0.31,-0.6,1.3,-35.46,-7.22,256.37233328356996,287.4703261997447
2016-12-14 04:00:00,349,-5.67,75.0,0.4,-0.8,1.8,-46.21,-9.11,246.43236694904573,287.1643622264956
2016-12-14 05:00:00,349,-6.62,82.0,0.11,-2.0,1.9,-60.73,-11.12,227.56124712700802,281.52818927576834
2016-12-14 06:00:00,349,-7.91,80.8,0.32,-2.1,1.9,-61.1,-10.51,220.90480310711294,275.9107062948343
2016-12-14 07:00:00,349,-8.4,81.4,0.16,-0.6,2.7,-58.38,-10.39,221.9064511704854,274.66914302408634
2016-12-14 08:00:00,349,-8.63,84.7,0.29,10.7,12.6,-58.74,-10.81,221.01054246222895,275.35528862515696
2016-12-14 09:00:00,349,-8.66,83.7,0.17,22.5,22.7,-58.62,-11.91,222.32500860196552,277.23646078614496
2016-12-14 10:00:00,349,-8.55,80.6,0.09,30.2,28.8,-57.95,-13.43,225.37249042854899,279.58736646160685
2016-12-14 11:00:00,349,-3.23,53.2,0.04,287.2,196.7,-75.46,-23.93,240.13182468392682,407.81777509714993
2016-12-14 12:00:00,349,0.91,50.19,0.8,352.2,243.2,-100.34,-38.42,246.75915049125405,448.55371955855037
2016-12-14 13:00:00,349,1.86,42.61,2.48,322.1,201.9,-97.68,-29.84,244.22799231928292,466.23507614454854
2016-12-14 14:00:00,349,0.86,54.97,1.86,133.8,59.1,-94.74,-30.56,243.8575470906802,407.82448923944054
2016-12-14 15:00:00,349,-1.68,65.43,0.13,14.7,16.5,-81.52,-23.17,239.0528661152618,305.8179192439513
2016-12-14 16:00:00,349,-4.28,75.8,0.2,1.3,5.0,-72.15,-17.18,231.41454281507245,291.94582970999573
2016-12-14 17:00:00,349,-6.05,73.4,0.09,-2.1,2.1,-66.46,-13.41,225.95540591954827,283.62954995732866
2016-12-14 18:00:00,349,-6.55,78.6,0.33,-1.7,2.4,-66.56,-12.93,223.1157960026713,281.59277357055794
2016-12-14 19:00:00,349,-7.42,80.5,0.25,-2.0,1.9,-64.81,-12.45,220.89457724105006,278.10827263656364
2016-12-14 20:00:00,349,-8.33,85.2,0.19,-1.6,2.3,-62.56,-11.36,218.41133254287854,274.2554883870344
2016-12-14 21:00:00,349,-8.76,86.5,0.08,-1.7,1.9,-59.4,-11.91,220.98471509806504,272.8028969162469
2016-12-14 22:00:00,349,-9.55,88.7,0.14,-1.9,1.5,-54.68,-11.54,222.82394941365416,269.74248542309925
2016-12-14 23:00:00,349,-9.81,87.1,0.13,-1.9,1.9,-49.28,-10.33,226.69234588303684,268.1917555642647
2016-12-15 00:00:00,349,-10.46,88.0,0.09,-1.5,2.1,-43.82,-8.45,228.23678219292816,265.74563697451026
2016-12-15 01:00:00,350,-10.91,86.1,0.08,-1.9,2.2,-39.44,-6.99,229.8389306705147,263.31000505068
2016-12-15 02:00:00,350,-10.9,84.7,0.14,-1.8,2.3,-35.49,-6.08,233.46897270343834,263.35090894901094
2016-12-15 03:00:00,350,-11.34,89.9,0.26,-2.2,2.1,-33.06,-5.04,233.3147090662359,261.319431616413
2016-12-15 04:00:00,350,-11.58,83.2,0.24,-2.1,2.4,-30.74,-4.19,234.07477210692016,260.1078299581598
2016-12-15 05:00:00,350,-11.74,85.8,0.08,-2.2,2.7,-28.81,-3.59,234.99619391536896,258.9867488150148
2016-12-15 06:00:00,350,-12.03,84.7,0.18,-2.9,2.1,-27.41,-3.04,234.8267712861457,257.6957205187313
2016-12-15 07:00:00,350,-12.37,83.9,0.06,-1.4,3.8,-24.91,-2.25,235.475429646291,256.0893611693134
2016-12-15 08:00:00,350,-11.98,86.7,0.09,8.2,12.6,-23.22,-2.07,238.83038084989943,258.6060597164874
2016-12-15 09:00:00,350,-11.83,77.7,0.04,18.0,21.3,-22.19,-1.95,240.5113273553959,260.5113273553959
2016-12-15 10:00:00,350,-11.46,83.1,0.13,26.3,28.0,-21.7,-2.19,242.87386200988044,263.9010166733988
2016-12-15 11:00:00,350,-6.2,39.71,0.14,270.2,216.0,-28.2,-3.65,258.95585174408086,351.93105835565115
2016-12-15 12:00:00,350,-0.63,35.3,0.82,433.2,256.4,-84.09,-26.29,244.4942158789717,521.4717837656306
2016-12-15 13:00:00,350,0.59,33.6,2.71,338.2,210.0,-108.69,-31.73,227.51104721208952,469.73064579532445
2016-12-15 14:00:00,350,-0.53,42.43,1.59,131.3,60.5,-106.3,-35.36,229.4399182230681,396.78348374845183
2016-12-15 15:00:00,350,-3.28,53.56,0.08,14.1,16.7,-90.15,-27.0,226.18987150238542,297.6774748081706
2016-12-15 16:00:00,350,-5.7,64.41,0.02,0.5,5.0,-79.77,-20.88,220.57608858949814,284.790964622556
2016-12-15 17:00:00,350,-8.0,68.45,0.04,-2.6,1.8,-72.34,-16.33,214.12504876535377,275.05775242533014
2016-12-15 18:00:00,350,-9.15,74.8,0.06,-2.1,2.5,-68.85,-13.79,210.4161847994786,269.99115528354
2016-12-15 19:00:00,350,-10.07,75.2,0.01,-1.8,2.4,-66.56,-13.0,208.36794618258,266.6442153679401
2016-12-15 20:00:00,350,-10.8,80.2,0.02,-1.6,2.3,-63.07,-12.09,208.41191728568597,263.9963328701016
2016-12-15 21:00:00,350,-11.1,77.6,0.08,-1.3,2.7,-58.76,-11.73,211.84894982866794,262.6517833587742
2016-12-15 22:00:00,350,-11.59,76.0,0.03,-1.2,2.6,-54.45,-10.93,213.9987664487308,260.89368970729043
2016-12-15 23:00:00,350,-11.85,79.5,0.17,-1.8,2.6,-51.78,-10.39,215.45990740593962,259.13169016863145
