time,doy,temp,rh,ws,swin,swout,lwin,lwout,lw,sw,height,water
2016-11-23 10:00:00,328,5.2,63.35,1.02,252.2,177.3,-48.72,-27.48,315.29066192077676,428.79715542727024,4.90548705882353,0.0
2016-11-23 12:00:00,328,5.55,61.71,2.12,244.1,170.7,-65.45,-28.5,298.4580028419319,428.7413558525576,4.8086682352941175,0.0
2016-11-23 14:00:00,328,5.49,64.32,1.69,143.5,100.6,-50.39,-24.98,311.78807389578196,392.4374245451326,4.93776,0.0
2016-11-23 16:00:00,328,3.95,70.3,1.28,11.2,8.3,-31.53,-13.83,313.3971620663789,337.7182954784214,4.93776,0.0
2016-11-24 08:00:00,329,0.25,78.9,0.71,47.5,35.4,-65.18,-13.17,255.38915238388302,331.07982534728325,4.916244705882353,0.0
2016-11-24 10:00:00,329,2.17,66.06,0.48,162.5,114.6,-59.17,-18.33,277.5700266824883,382.3398023613549,4.787152941176471,0.0
2016-11-24 12:00:00,329,4.74,56.86,1.29,219.3,151.1,-71.97,-25.42,283.164338176245,418.642496381676,4.72260705882353,0.0
2016-11-24 14:00:00,329,4.59,58.59,1.54,104.8,73.6,-32.99,-20.74,322.9307460607293,374.22944735943065,4.744122352941177,0.0
2016-11-24 16:00:00,329,3.39,70.3,0.67,5.3,4.4,-27.72,-11.59,312.5565997194257,332.66285709841037,4.862456470588236,1.0
2016-11-25 08:00:00,330,1.93,91.9,0.74,23.9,19.3,-1.52,-5.16,328.95029728739274,330.08370932989567,4.819425882352942,1.0
2016-11-25 10:00:00,330,2.58,86.8,0.75,101.2,74.9,1.58,-9.28,340.5539455112691,358.7829891948582,4.647303529411765,1.0
2016-11-25 12:00:00,330,3.39,84.1,1.26,140.1,103.5,0.67,-14.62,349.6522313605119,374.8116174289889,4.819425882352942,1.0
2016-11-25 14:00:00,330,4.06,78.8,0.47,128.3,90.9,0.55,-18.56,357.38756382999367,378.9814245147635,4.787152941176471,1.0
2016-11-25 16:00:00,330,2.2,87.0,0.1,4.1,4.0,-0.67,-7.95,334.524325006341,326.0473474384543,4.8086682352941175,1.0
2016-11-26 08:00:00,331,-0.35,101.3,0.12,15.6,18.0,0.0,-4.73,319.6067391893869,311.1887934987139,4.75488,1.0
2016-11-26 10:00:00,331,0.75,94.7,0.28,85.6,86.9,-1.4,-3.7,321.8333829091244,317.5830877497383,4.668818823529413,1.0
2016-11-26 12:00:00,331,2.3,82.9,0.77,152.8,112.8,0.73,-13.35,343.02639465323034,373.62851980081007,4.636545882352941,1.0
2016-11-26 14:00:00,331,2.51,81.8,0.35,116.2,84.7,0.67,-13.35,343.9520793285542,364.5896236024621,4.647303529411765,1.0
2016-11-26 16:00:00,331,1.41,92.4,0.99,18.3,14.0,-1.15,-6.86,328.9463276227031,327.2816286852769,4.787152941176471,1.0
2016-11-27 08:00:00,332,-0.74,95.3,0.11,22.1,19.0,-0.3,-2.67,315.0285528975422,315.8904183048622,4.797910588235294,1.0
2016-11-27 10:00:00,332,1.29,78.4,0.57,112.3,86.4,-0.24,-9.71,332.8225987173801,352.2204735698004,4.6257882352941175,1.0
2016-11-28 12:00:00,333,-2.35,50.06,1.81,504.9,287.9,-74.45,-14.14,233.70998397209672,561.1125813746942,4.690334117647059,1.0
2016-11-28 14:00:00,333,-2.56,45.04,2.74,175.4,64.2,-102.54,-25.9,213.48545286820456,435.25640918461545,4.840941176470588,1.0
2016-11-28 16:00:00,333,-6.17,71.5,0.14,1.5,6.1,-83.45,-16.45,208.96724551150268,282.6390282741946,4.9592752941176474,1.0
2016-11-29 08:00:00,334,-14.97,85.9,0.25,11.4,15.1,-22.56,-1.15,226.64881331585764,247.55790422494854,5.131397647058824,1.0
2016-11-29 10:00:00,334,-13.97,86.2,0.07,30.4,31.5,-21.7,-1.03,231.44833082887322,254.5534075703136,4.93776,1.0
2016-11-29 12:00:00,334,-2.1,39.51,0.34,323.7,289.7,-68.57,-18.28,246.66750811515865,346.18344672200635,4.830183529411765,1.0
2016-11-29 14:00:00,334,-2.11,46.09,0.4,162.4,58.2,-112.18,-42.45,223.6707528696111,429.0190409451719,4.787152941176471,1.0
2016-11-29 16:00:00,334,-7.42,63.88,0.14,1.3,5.6,-80.51,-16.99,207.71866224695322,277.63601761885405,5.013063529411765,1.0
2016-11-30 08:00:00,335,-11.76,74.0,0.5,13.7,16.5,-32.16,-4.38,231.89274225770566,261.3850681136679,5.002305882352941,1.0
2016-11-30 12:00:00,335,0.22,29.47,1.85,414.2,278.9,-109.24,-35.02,229.02816898241468,476.39534725868384,5.002305882352941,1.0
2016-11-30 14:00:00,335,-0.12,41.42,2.0,172.3,67.7,-104.01,-32.63,230.80877531665737,438.5773703579797,5.131397647058824,1.0
2016-12-01 08:00:00,336,-6.98,64.55,0.43,11.7,13.2,-66.56,-15.06,223.78706269233803,282.8189399060334,5.30352,1.0
2016-12-01 10:00:00,336,-5.83,59.37,0.4,73.9,58.9,-63.3,-16.64,234.4516512814706,307.2497622613997,5.378823529411766,1.0
2016-12-01 12:00:00,336,-2.58,60.88,0.29,93.5,70.6,-29.82,-15.36,286.8076366727051,330.9162553267783,5.421854117647059,1.0
2016-12-01 14:00:00,336,-0.33,58.19,0.54,77.8,41.4,-74.17,-24.4,255.35409181195453,357.08962900203716,5.335792941176471,1.0
2016-12-01 16:00:00,336,-3.51,72.7,0.48,2.7,5.2,-66.56,-15.24,239.1328619429565,296.77158685440867,5.486400000000001,1.0
2016-12-02 08:00:00,337,-6.98,71.9,0.75,14.3,15.7,-69.77,-13.79,218.49780649399094,282.9370036604608,5.486400000000001,1.0
2016-12-02 10:00:00,337,-6.27,66.06,0.4,33.1,31.3,-74.54,-17.43,220.2123954386371,289.763753171813,5.475642352941176,1.0
2016-12-02 12:00:00,337,2.87,33.2,2.29,393.1,271.7,-116.49,-38.47,236.99983137821653,472.4425704573193,5.4433694117647065,1.0
2016-12-02 14:00:00,337,2.25,28.99,1.54,154.7,59.7,-116.4,-38.8,234.54861291497616,438.3266530566527,5.647764705882353,1.0
2016-12-02 16:00:00,337,-4.1,52.7,0.38,1.2,5.6,-87.85,-20.09,217.10847788741677,291.91367269261156,5.701552941176471,1.0
2016-12-03 08:00:00,338,-12.23,75.2,0.25,13.9,16.4,-60.24,-9.73,203.15823855394618,259.8406470545365,6.045797647058824,1.0
2016-12-03 10:00:00,338,-11.28,74.2,0.11,54.2,47.5,-62.78,-12.94,207.7974859341441,274.5507326873909,6.3362541176470595,1.0
2016-12-03 12:00:00,338,-1.5,35.3,0.09,364.4,251.3,-111.08,-39.89,224.71102756221768,442.29072059645614,6.325496470588236,1.0
2016-12-03 14:00:00,338,-2.69,42.97,1.73,122.2,62.8,-99.97,-28.32,218.7931087425084,373.51565891960405,6.443830588235294,1.0
2016-12-03 16:00:00,338,-7.51,67.5,0.15,1.4,5.5,-79.13,-15.78,207.53655762787128,277.4893321261003,6.454588235294118,1.0
2016-12-04 08:00:00,339,-13.69,88.4,0.08,10.8,14.4,-21.4,-1.4,233.34677003883783,252.70922576492993,6.637468235294119,1.0
2016-12-04 10:00:00,339,-12.54,86.7,0.07,30.1,30.6,-20.61,-1.7,239.2197112554384,260.955248445521,6.7773176470588234,1.0
2016-12-04 12:00:00,339,-3.9,51.56,2.97,366.3,281.6,-81.33,-14.03,218.5359864806187,397.9928932102527,6.626710588235294,1.0
2016-12-04 14:00:00,339,-4.23,57.42,3.27,145.7,63.4,-96.21,-21.11,207.868785006957,393.7011344756701,6.7450447058823535,1.0
2016-12-04 16:00:00,339,-7.83,75.3,0.04,0.5,5.5,-78.76,-14.45,205.04518047106978,275.0687932219553,6.723529411764706,1.0
2016-12-05 08:00:00,340,-15.25,83.9,0.0,9.7,13.8,-22.07,-0.24,225.06185119175976,245.99455485173615,6.938682352941177,1.0
2016-12-05 10:00:00,340,-14.48,87.1,0.09,27.2,28.2,-23.9,-0.36,226.05203102403613,252.66360127197,6.91716705882353,1.0
2016-12-05 12:00:00,340,-4.38,38.25,0.46,367.8,285.9,-53.62,-9.35,243.60678147820312,392.56782043924215,6.433072941176471,1.0
2016-12-05 14:00:00,340,-3.98,43.78,1.98,147.1,61.5,-103.09,-28.27,209.3035894179481,398.70146427036843,6.164131764705883,1.0
2016-12-05 16:00:00,340,-8.96,67.31,0.08,0.8,5.6,-78.4,-14.99,201.35159943590645,270.5487659058002,6.25019294117647,1.0
2016-12-06 08:00:00,341,-13.48,74.9,0.2,11.5,15.4,-46.75,-6.51,210.28358138588516,253.18794974479897,6.831105882352941,1.0
2016-12-06 10:00:00,341,-12.28,72.7,0.12,29.2,31.1,-48.27,-7.78,214.78684953432568,260.3476523678558,6.605195294117648,1.0
2016-12-06 12:00:00,341,-1.3,28.28,1.7,399.6,267.1,-111.63,-35.7,220.02509977587636,466.10538312888696,6.648225882352942,1.0
2016-12-06 14:00:00,341,-2.03,37.49,1.85,146.0,60.3,-108.23,-32.45,216.88932679186485,407.5386774412155,6.239435294117647,1.0
2016-12-06 16:00:00,341,-7.01,56.79,0.07,0.5,5.2,-83.17,-18.21,207.76739861627038,278.9126170342161,6.271708235294117,1.0
2016-12-07 08:00:00,342,-12.72,69.36,0.22,13.0,15.0,-62.97,-11.8,200.41050761525918,258.4624556672072,6.874136470588235,1.0
2016-12-07 10:00:00,342,-11.26,67.14,0.08,33.8,31.5,-63.58,-15.32,209.7443599388498,269.4373941773386,6.884894117647058,1.0
2016-12-07 12:00:00,342,0.61,41.11,0.64,373.8,259.5,-112.09,-44.2,238.31248382085636,453.41283801211966,6.357769411764706,1.0
2016-12-07 14:00:00,342,1.39,41.35,0.59,143.6,63.6,-106.12,-42.75,247.29401377900467,416.56201850155486,6.3362541176470595,1.0
2016-12-07 16:00:00,342,-5.18,62.2,0.13,1.6,5.0,-76.56,-19.3,224.76329869057915,288.3524368251718,6.422315294117647,1.0
2016-12-08 08:00:00,343,-8.69,70.3,0.16,14.6,15.6,-53.41,-11.25,227.57104060175385,276.1660819240679,6.357769411764706,1.0
2016-12-08 10:00:00,343,-7.13,65.48,0.23,40.5,35.9,-58.63,-16.65,234.38575210299638,289.37984891527503,6.379284705882354,1.0
2016-12-08 12:00:00,343,2.44,29.87,1.03,347.6,243.0,-101.81,-41.88,256.31150544928585,450.56180060867194,6.293223529411765,1.0
2016-12-08 16:00:00,343,-3.0,61.24,0.06,1.1,4.4,-69.49,-19.05,242.44586314657414,298.10111698364614,6.368527058823529,1.0
2016-12-09 08:00:00,344,-7.57,62.87,0.4,16.3,16.9,-69.68,-15.67,218.30871969464204,281.3665709343115,6.411557647058824,1.0
2016-12-09 10:00:00,344,-6.05,49.81,0.47,39.1,35.4,-71.05,-18.83,226.93533508129562,292.9565865570925,6.433072941176471,1.0
2016-12-09 12:00:00,344,4.35,34.87,0.54,343.7,238.5,-106.49,-46.79,265.74481457169145,460.43194562245884,6.368527058823529,1.0
2016-12-09 14:00:00,344,4.4,43.68,0.39,164.1,100.2,-84.46,-38.99,282.7876794462045,411.9140076634418,6.476103529411764,1.0
2016-12-09 16:00:00,344,0.2,63.69,0.11,4.5,5.6,-66.0,-20.8,263.1976135793062,315.2637292817856,6.433072941176471,1.0
2016-12-10 08:00:00,345,-6.32,73.4,0.11,13.1,13.9,-54.61,-14.04,239.52464448118158,286.4785996169549,6.551407058823529,1.0
2016-12-10 10:00:00,345,-5.6,71.8,0.13,33.4,30.8,-55.82,-16.89,244.57573860149742,293.6076158151928,6.594437647058824,1.0
2016-12-10 12:00:00,345,5.02,38.75,1.56,358.5,249.9,-97.68,-39.99,271.37685842444955,467.70507566175775,6.486861176470589,1.0
2016-12-10 14:00:00,345,6.51,39.73,0.74,138.3,55.2,-102.82,-44.55,278.02452042216373,444.9312500561661,6.572922352941176,1.0
2016-12-10 16:00:00,345,-1.01,66.63,0.18,0.4,3.8,-74.45,-21.66,248.6685525129677,306.980240824656,6.486861176470589,1.0
2016-12-11 10:00:00,346,-2.4,46.71,0.81,58.5,48.6,-79.04,-23.13,238.67965637777354,316.3774131664394,6.508376470588235,1.0
2016-12-11 12:00:00,346,5.43,23.99,1.7,195.5,143.0,-78.4,-39.02,295.00027137033896,403.47724893822567,6.497618823529412,1.0
2016-12-11 14:00:00,346,1.45,39.03,0.45,80.7,48.9,-95.01,-32.33,248.3903320921828,359.93696727518164,6.583680000000001,1.0
2016-12-12 08:00:00,347,-1.24,52.51,1.27,22.8,18.5,-34.43,-12.45,283.9939756159054,315.02113027942374,7.046258823529412,1.0
2016-12-12 12:00:00,347,0.1,43.16,2.87,370.2,255.4,-105.66,-26.51,222.65198923984792,451.63664095177234,7.541110588235295,1.0
2016-12-12 14:00:00,347,-0.74,50.9,2.6,146.4,60.0,-101.9,-26.8,223.56456234264255,414.2375257428787,7.401261176470588,1.0
2016-12-13 08:00:00,348,-12.78,76.6,0.06,9.6,13.2,-37.88,-6.08,223.03917705654646,256.3331558050707,7.304442352941177,1.0
2016-12-13 10:00:00,348,-11.28,67.94,0.29,27.2,29.1,-38.42,-7.6,230.25321202623385,264.3972498066353,7.325957647058824,1.0
2016-12-13 12:00:00,348,0.62,21.6,0.16,364.4,245.5,-103.55,-41.83,245.64355215878078,458.890305405534,7.551868235294118,1.0
2016-12-13 14:00:00,348,-0.16,39.48,1.42,133.3,63.4,-94.92,-33.3,242.14719476820025,397.42464459110465,7.358230588235294,1.0
2016-12-13 16:00:00,348,-4.53,62.67,0.14,2.7,5.3,-70.87,-18.27,233.11211759676357,292.143994810459,7.433534117647059,1.0
2016-12-14 08:00:00,349,-8.63,84.7,0.29,10.7,12.6,-58.74,-10.81,221.01054246222895,275.35528862515696,7.508837647058824,1.0
2016-12-14 10:00:00,349,-8.55,80.6,0.09,30.2,28.8,-57.95,-13.43,225.37249042854899,279.58736646160685,7.4873223529411765,1.0
2016-12-14 12:00:00,349,0.91,50.19,0.8,352.2,243.2,-100.34,-38.42,246.75915049125405,448.55371955855037,7.465807058823529,0.0
2016-12-14 14:00:00,349,0.86,54.97,1.86,133.8,59.1,-94.74,-30.56,243.8575470906802,407.82448923944054,7.476564705882352,0.0
2016-12-14 16:00:00,349,-4.28,75.8,0.2,1.3,5.0,-72.15,-17.18,231.41454281507245,291.94582970999573,7.616414117647059,0.0
2016-12-15 08:00:00,350,-11.98,86.7,0.09,8.2,12.6,-23.22,-2.07,238.83038084989943,258.6060597164874,7.476564705882352,0.0
2016-12-15 10:00:00,350,-11.46,83.1,0.13,26.3,28.0,-21.7,-2.19,242.87386200988044,263.9010166733988,7.4873223529411765,0.0
2016-12-15 12:00:00,350,-0.63,35.3,0.82,433.2,256.4,-84.09,-26.29,244.4942158789717,521.4717837656306,7.594898823529412,0.0
2016-12-15 14:00:00,350,-0.53,42.43,1.59,131.3,60.5,-106.3,-35.36,229.4399182230681,396.78348374845183,7.853082352941177,0.0
2016-12-16 08:00:00,351,-13.47,80.7,0.15,8.0,12.3,-32.1,-3.59,224.1721728511298,252.7554077980011,8.175811764705882,0.0
2016-12-16 10:00:00,351,-12.8,78.6,0.26,24.9,26.9,-32.28,-3.77,226.84341821805464,258.14211951675594,8.132781176470589,0.0
2016-12-16 12:00:00,351,-1.16,34.64,0.67,413.0,257.8,-89.32,-29.75,239.97873248601303,493.54425786972024,7.68096,0.0
2016-12-16 14:00:00,351,-1.23,37.09,1.59,127.3,61.8,-109.98,-37.18,224.03957327504804,387.32174564812954,7.713232941176471,0.0
2016-12-16 16:00:00,351,-7.01,62.61,0.07,0.4,4.9,-82.9,-21.49,211.95866189844276,279.14874454307085,8.025204705882352,1.0
2016-12-17 12:00:00,352,-0.59,37.85,0.4,386.6,246.0,-102.82,-39.78,238.4913263589063,478.91635587484495,8.089750588235294,1.0
2016-12-17 14:00:00,352,-0.56,36.02,1.27,154.4,84.1,-100.25,-37.91,239.45556412106143,396.0553279935526,8.122023529411765,1.0
2016-12-17 16:00:00,352,-5.36,53.64,0.25,3.0,5.6,-78.58,-23.07,226.0446550858073,288.5121875533398,8.56308705882353,1.0
2016-12-18 08:00:00,353,-12.74,68.74,0.35,9.6,11.6,-59.75,-12.82,205.33629908407306,258.38234394829976,8.77824,1.0
2016-12-18 10:00:00,353,-11.65,65.33,0.19,29.3,27.8,-60.78,-15.62,211.8190994246341,266.90764724045465,8.885816470588235,1.0
2016-12-18 12:00:00,353,-1.4,33.9,0.91,360.2,248.4,-104.28,-38.5,231.55317253238377,441.2107876445443,8.99339294117647,1.0
2016-12-18 14:00:00,353,-0.36,43.23,1.24,162.9,84.6,-95.2,-36.75,244.9680173448882,406.4202015243451,9.004150588235294,1.0
2016-12-18 16:00:00,353,-4.83,60.86,0.28,5.5,5.3,-45.63,-16.93,260.01276133742255,294.1331863669385,8.99339294117647,1.0
2016-12-19 08:00:00,354,-6.45,66.38,2.01,14.0,14.2,-4.13,-7.41,290.73587802745845,286.62725937338524,9.025665882352941,1.0
2016-12-19 10:00:00,354,-4.65,59.82,3.21,167.8,138.1,-19.49,-11.42,285.1587403382533,329.7514203854788,9.240818823529413,1.0
2016-12-19 12:00:00,354,-2.72,50.15,2.35,426.5,330.1,-31.74,-14.94,283.4164916460692,417.06466165787555,9.07945411764706,1.0
2016-12-19 14:00:00,354,-2.64,48.18,4.13,181.8,121.6,-49.86,-15.1,262.5712379627494,374.6845791669997,8.950362352941177,1.0
2016-12-19 16:00:00,354,-3.86,50.43,2.88,2.2,5.0,-82.07,-16.02,220.1889031464566,294.8642278217813,9.531275294117647,1.0
2016-12-20 08:00:00,355,-6.57,77.4,0.73,20.7,17.3,-14.76,-4.43,274.1514598370834,290.3616133199642,9.595821176470588,1.0
2016-12-20 10:00:00,355,-4.31,75.9,1.17,128.2,101.1,-54.95,-14.63,248.57865629095974,328.1772395259066,9.423698823529412,1.0
2016-12-20 12:00:00,355,-1.47,68.34,1.33,199.8,156.4,-34.3,-15.48,286.6774317760029,360.13669978072545,9.466729411764707,1.0
2016-12-20 14:00:00,355,0.39,69.9,1.02,122.5,95.2,-41.13,-19.96,292.44939615937767,349.674897930334,9.44521411764706,1.0
2016-12-20 16:00:00,355,-0.93,77.1,0.7,6.6,5.8,-22.09,-9.16,296.09461386221903,312.3047673450998,9.617336470588235,1.0
2016-12-21 08:00:00,356,-4.03,92.0,0.48,14.3,14.5,-61.62,-13.84,241.00693713512803,297.18167149168056,9.552790588235295,1.0
2016-12-21 10:00:00,356,-5.8,94.3,0.23,30.1,30.0,-64.24,-17.07,233.97952266684229,289.7882593846699,9.531275294117647,1.0
2016-12-21 12:00:00,356,1.51,60.73,1.69,348.1,254.4,-98.04,-34.41,247.55058953316833,433.3002943737823,9.47748705882353,1.0
2016-12-21 14:00:00,356,1.18,65.33,1.83,141.7,68.6,-90.97,-29.72,248.81254429692294,407.43119837012244,9.208545882352942,0.0
2016-12-21 16:00:00,356,-3.26,77.8,0.13,1.9,5.3,-68.57,-18.57,241.8044183078257,296.8221278709898,9.230061176470588,0.0
2016-12-22 12:00:00,357,1.15,41.11,0.53,415.7,263.6,-66.37,-25.86,273.1585198009174,500.56111720351475,9.090211764705883,0.0
2016-12-22 14:00:00,357,2.1,44.96,1.4,147.2,64.4,-99.51,-38.38,253.2836921198512,423.2128538671948,9.04718117647059,0.0
2016-12-22 16:00:00,357,-4.18,67.34,0.02,1.8,5.2,-72.98,-23.48,238.3137051113492,292.74109590237634,9.176272941176471,0.0
2016-12-23 08:00:00,358,-8.36,71.8,0.43,9.0,12.3,-40.83,-12.94,245.80565312474073,274.8375303384361,9.154757647058824,0.0
2016-12-23 10:00:00,358,-7.72,73.1,0.2,28.3,28.9,-44.72,-16.59,248.22689352781344,280.72984512167415,9.07945411764706,0.0
2016-12-23 12:00:00,358,1.12,39.83,1.04,356.4,250.4,-100.8,-41.03,250.27903960822243,445.9933253225081,8.971877647058824,0.0
2016-12-23 14:00:00,358,1.44,51.43,1.48,154.8,72.0,-97.12,-36.44,250.70464795522105,420.1025228076414,9.036423529411765,0.0
2016-12-23 16:00:00,358,-3.76,72.6,0.24,3.8,6.1,-72.89,-22.69,239.34515299770982,295.89769136843,9.068696470588236,0.0
2016-12-24 08:00:00,359,-8.27,65.89,0.44,25.2,22.6,-49.45,-14.09,237.36544123797808,282.1824424186156,9.122484705882353,0.0
2016-12-24 10:00:00,359,-2.64,44.63,0.5,145.7,111.3,-48.47,-20.96,271.13086015873523,344.22413052473286,8.918089411764706,0.0
2016-12-24 12:00:00,359,2.04,26.88,0.57,235.6,173.0,-74.82,-33.99,276.96695063742857,399.0802918416788,8.982635294117648,0.0
2016-12-24 14:00:00,359,2.67,33.2,0.84,153.8,67.7,-110.44,-45.78,251.82030311925655,429.8132192939909,8.96112,0.0
2016-12-24 16:00:00,359,-3.06,57.24,0.4,2.2,5.2,-76.38,-23.24,238.98993822262716,298.1871046925209,9.090211764705883,0.0
2016-12-25 08:00:00,360,-2.28,83.7,0.32,16.8,14.3,-0.61,-5.22,310.6723688226777,308.1812236042598,9.133242352941178,0.0
2016-12-25 10:00:00,360,2.13,61.65,1.16,108.5,90.3,-5.4,-11.71,333.047799507163,347.08557990857975,8.939604705882353,0.0
2016-12-25 12:00:00,360,4.59,59.75,1.57,120.9,99.1,-11.47,-18.69,345.9177590477423,363.1314544432559,8.939604705882353,0.0
2016-12-25 14:00:00,360,4.47,57.13,2.04,85.6,66.6,-45.01,-17.84,304.73291632281655,359.2429517419429,9.004150588235294,0.0
2016-12-25 16:00:00,360,2.88,75.3,0.64,2.9,4.8,-40.4,-11.16,294.63902748499265,326.9176579454413,9.057938823529412,0.0
2016-12-26 08:00:00,361,-5.26,76.4,0.23,12.8,13.8,-59.39,-14.82,239.39661190703285,290.836989711047,9.122484705882353,0.0
2016-12-26 10:00:00,361,-3.83,71.7,0.27,42.7,36.4,-63.58,-19.01,245.68188920546916,305.74092108268286,9.133242352941178,0.0
2016-12-26 12:00:00,361,4.7,42.83,0.87,325.5,225.9,-97.86,-38.11,267.38528441540547,455.51987709545267,8.971877647058824,0.0
2016-12-26 14:00:00,361,6.28,43.6,0.45,135.6,67.1,-100.89,-46.13,281.02902719788153,426.55441090508344,9.057938823529412,0.0
2016-12-26 16:00:00,361,0.85,64.89,0.59,5.8,5.2,-33.78,-16.62,299.3244672394597,320.2925900257643,9.122484705882353,0.0
2016-12-27 08:00:00,362,-7.33,53.49,0.57,8.9,11.8,-79.22,-20.29,213.52099073885142,279.6721123445185,9.187030588235295,0.0
2016-12-27 10:00:00,362,-7.28,48.33,0.75,29.5,28.4,-82.25,-22.9,213.23818131468468,284.6077208660424,9.144,0.0
2016-12-27 12:00:00,362,-0.52,19.12,2.36,369.2,255.3,-112.73,-34.3,220.64289879057463,447.71491768077533,9.068696470588236,0.0
2016-12-27 14:00:00,362,-0.68,19.58,3.77,163.8,74.4,-108.23,-33.06,223.7570914128214,418.05461207397843,9.176272941176471,0.0
2016-12-27 16:00:00,362,-2.9,34.71,1.11,2.1,5.8,-93.91,-28.1,224.74686730461806,298.0762651794705,9.090211764705883,0.0
2016-12-28 08:00:00,363,-8.13,60.75,0.64,11.2,13.0,-66.46,-17.02,221.33262306429674,277.5781956735057,9.165515294117647,0.0
2016-12-28 10:00:00,363,-3.57,43.25,0.71,30.9,29.2,-81.15,-27.22,235.78471067653163,301.4635772644891,9.100969411764707,0.0
2016-12-28 12:00:00,363,1.26,28.2,2.03,368.8,253.9,-109.33,-36.11,235.05506399190915,457.1565988207167,8.99339294117647,0.0
2016-12-28 14:00:00,363,1.31,27.12,1.31,160.8,73.3,-110.16,-41.96,241.21625040226093,425.04151604570836,8.971877647058824,0.0
2016-12-28 16:00:00,363,-4.64,49.89,0.41,2.4,5.9,-84.09,-24.15,223.96297452178038,290.5981575205997,9.176272941176471,0.0
2016-12-29 08:00:00,364,-11.3,61.11,0.41,10.0,11.9,-61.57,-15.86,212.59207097085834,264.31580178549825,9.197788235294118,0.0
2016-12-29 10:00:00,364,-10.31,59.81,0.23,30.6,28.6,-63.39,-18.78,217.94490688674347,272.9744228253503,9.122484705882353,0.0
2016-12-29 12:00:00,364,-0.19,32.89,1.19,363.0,250.3,-103.73,-40.38,239.9662928235866,447.8175324930081,9.090211764705883,0.0
2016-12-29 14:00:00,364,0.49,32.8,1.6,158.8,74.4,-102.36,-38.63,242.6659173611049,417.55375679439885,9.133242352941178,0.0
