time,doy,temp,rh,ws,swin,swout,lwin,lwout,lw,sw,height,water
2016-12-29 16:00:00,364,-4.77,56.58,0.07,2.7,5.8,-77.11,-24.57,232.1293279819521,290.5000481708541,9.100969411764707,0.0
2016-12-30 08:00:00,365,-11.39,69.55,0.29,8.9,11.5,-48.38,-14.4,226.07466415589533,263.1230702952106,9.208545882352942,0.0
2016-12-30 10:00:00,365,-10.94,80.2,0.26,27.7,28.1,-51.11,-16.96,227.70916322341975,267.5556803426641,9.165515294117647,0.0
2016-12-30 12:00:00,365,0.91,25.07,0.2,375.9,251.4,-108.6,-45.3,245.12987068015605,466.85360149479595,9.057938823529412,0.0
2016-12-30 14:00:00,365,1.57,33.26,0.56,162.7,73.7,-109.15,-47.53,250.20571888634387,428.0333458048799,9.057938823529412,0.0
2016-12-30 16:00:00,365,-5.62,65.01,0.14,2.7,5.4,-76.56,-25.85,230.58096445188204,287.26337295247237,9.197788235294118,0.0
2016-12-31 08:00:00,366,-12.44,77.8,0.08,8.3,11.0,-42.13,-10.88,225.05231103897654,258.75951292799664,9.32688,0.0
2016-12-31 10:00:00,366,-11.33,69.48,0.05,27.0,27.6,-42.55,-12.76,231.26568363203808,265.7284935493935,9.144,0.0
2016-12-31 12:00:00,366,1.29,28.29,0.31,388.7,253.6,-103.83,-44.09,251.11067427818296,481.14609340451113,9.014908235294117,0.0
2016-12-31 14:00:00,366,0.85,32.8,1.49,170.8,77.8,-108.51,-42.93,242.1579973457171,429.3834991166734,9.057938823529412,0.0
2017-01-01 12:00:00,1,-0.94,30.76,0.64,379.0,256.0,-109.43,-44.16,234.25429604743843,456.53292650788705,9.122484705882353,0.0
2017-01-01 14:00:00,1,-0.77,35.08,2.1,187.2,81.0,-106.86,-39.18,232.18737423930975,437.47663043765687,9.100969411764707,0.0
2017-01-01 16:00:00,1,-6.09,58.33,0.1,3.1,6.3,-80.88,-26.65,224.3894204269748,284.6373543112723,9.07945411764706,0.0
2017-01-02 08:00:00,2,-13.54,69.49,0.3,9.0,11.4,-61.1,-16.41,204.7915622205798,254.72072396792336,9.100969411764707,0.0
2017-01-02 12:00:00,2,-3.32,32.85,0.66,259.7,181.6,-86.84,-36.2,240.78138044592612,392.77665789574905,9.036423529411765,0.0
2017-01-02 14:00:00,2,-2.02,36.38,0.53,136.6,79.8,-89.32,-35.69,243.08564978288086,373.4634537970485,9.100969411764707,0.0
2017-01-02 16:00:00,2,-5.75,46.7,0.7,9.6,9.2,-66.28,-21.79,237.36038944317167,290.3592088056274,9.176272941176471,0.0
2017-01-03 08:00:00,3,-15.68,83.1,0.19,8.0,11.1,-64.54,-13.49,188.89491846554398,245.50648871347786,9.29460705882353,0.0
2017-01-03 10:00:00,3,-15.24,78.3,0.48,27.5,28.0,-62.56,-16.11,196.03346136716922,250.2837565265553,9.187030588235295,0.0
2017-01-03 12:00:00,3,-7.24,37.73,1.16,386.0,262.2,-103.92,-32.38,199.01674289496526,429.6424807934304,9.036423529411765,0.0
2017-01-03 14:00:00,3,-6.93,34.5,3.0,209.4,87.4,-96.76,-27.48,203.00922811808752,428.84157758680067,9.187030588235295,0.0
2017-01-03 16:00:00,3,-10.49,50.53,0.11,4.0,7.2,-75.92,-21.19,205.25632302342513,266.0945756798596,9.187030588235295,0.0
2017-01-04 08:00:00,4,-4.08,69.79,0.39,18.5,14.3,-11.72,-9.47,294.54039624183497,302.15550840240167,9.176272941176471,0.0
2017-01-04 10:00:00,4,-4.15,84.8,0.71,61.6,49.9,-7.04,-8.01,298.0329004186457,310.70114126870476,9.197788235294118,0.0
2017-01-04 12:00:00,4,-1.24,49.95,0.93,313.7,231.8,-64.26,-20.7,258.5158174104745,406.63860371507894,9.04718117647059,0.0
2017-01-04 14:00:00,4,-0.47,30.47,1.53,187.6,132.2,-64.63,-26.45,268.3934146838658,378.8774760770181,8.982635294117648,0.0
2017-01-04 16:00:00,4,-5.43,73.6,2.06,8.0,6.6,-19.85,-6.49,275.50377045317003,292.9299806066529,9.187030588235295,0.0
2017-01-05 10:00:00,5,-12.65,71.1,2.75,77.2,70.8,-7.66,-2.43,254.9295327979912,268.66034743789675,9.154757647058824,0.0
2017-01-05 12:00:00,5,-12.01,72.6,1.98,160.3,144.4,-16.4,-7.05,252.64071594948152,282.45181394239773,9.176272941176471,0.0
2017-01-06 08:00:00,6,-23.9,74.4,0.19,8.1,11.3,-50.39,-14.0,175.8750985177501,215.0604586122011,9.305364705882353,0.0
2017-01-06 10:00:00,6,-23.35,78.0,0.19,33.7,34.5,-46.62,-13.27,181.4022129449558,219.83196501107153,9.208545882352942,0.0
2017-01-06 12:00:00,6,-14.08,28.86,1.88,427.5,327.1,-94.0,-27.97,177.4605378937328,373.95404438723926,9.014908235294117,0.0
2017-01-06 14:00:00,6,-13.91,42.69,2.95,224.3,114.0,-94.1,-29.15,179.40670103234106,386.31343066634344,9.122484705882353,0.0
2017-01-06 16:00:00,6,-18.83,69.34,0.18,5.0,7.7,-70.41,-24.8,183.34589687634195,234.00705390113535,9.29460705882353,0.0
2017-01-07 08:00:00,7,-17.74,71.4,0.39,19.5,20.3,-34.73,-10.47,212.64513512448468,240.34289191315057,9.251576470588235,0.0
2017-01-07 10:00:00,7,-12.95,53.22,0.3,133.7,125.0,-5.9,-3.71,257.3179635106748,270.17510636781765,9.122484705882353,0.0
2017-01-07 12:00:00,7,-5.98,44.92,1.86,150.5,129.1,-21.26,-15.31,281.8660792362195,314.1565160721109,9.014908235294117,0.0
2017-01-07 14:00:00,7,-6.25,46.24,2.51,107.4,90.0,-40.75,-15.24,257.6067741340606,308.26793115885397,9.122484705882353,0.0
2017-01-07 16:00:00,7,-6.44,57.01,2.16,7.0,6.3,-14.45,-7.89,279.16143114168455,287.7328597131131,9.208545882352942,0.0
2017-01-08 08:00:00,8,-3.93,46.5,2.37,19.0,17.5,-41.35,-14.57,266.2426317665379,299.63106151860404,9.176272941176471,0.0
2017-01-08 10:00:00,8,-3.8,46.89,1.07,144.1,120.9,-30.96,-15.96,280.72627741412606,325.8266316053893,9.11172705882353,0.0
2017-01-08 12:00:00,8,-4.08,51.24,3.38,200.8,166.9,-49.17,-16.63,258.77888502577827,337.22044346733674,9.068696470588236,0.0
2017-01-08 14:00:00,8,-3.84,51.21,1.31,288.6,188.2,-56.5,-24.52,260.50181375053353,416.79461186151354,9.004150588235294,0.0
2017-01-08 16:00:00,8,-7.18,58.73,0.58,5.7,8.8,-85.19,-28.41,216.6988972525866,280.07552062920996,9.187030588235295,0.0
2017-01-09 08:00:00,9,-17.5,74.1,0.23,9.9,12.5,-30.47,-6.2,213.5415257691182,239.1259413535338,9.32688,0.0
2017-01-09 10:00:00,9,-15.29,63.42,0.28,31.0,31.7,-34.43,-7.72,219.14475916550492,249.85314169206924,9.176272941176471,0.0
2017-01-09 12:00:00,9,-3.86,24.95,0.42,466.3,311.7,-100.7,-36.69,222.5974037367754,480.6965772904944,9.068696470588236,0.0
2017-01-09 14:00:00,9,-3.02,31.6,2.19,246.3,112.8,-113.1,-46.16,222.87592262265827,459.52291199692036,9.025665882352941,0.0
2017-01-10 08:00:00,10,-15.08,63.95,0.14,28.6,24.7,-38.86,-14.9,223.20911973983766,256.10168172330873,9.26233411764706,0.0
2017-01-10 10:00:00,10,-9.42,42.33,0.31,142.3,118.8,-37.5,-18.78,252.19555375780973,302.04207087705413,9.154757647058824,0.0
2017-01-10 12:00:00,10,-5.7,39.74,1.88,242.9,192.8,-67.38,-26.54,241.8865962636422,349.2537745399114,9.014908235294117,0.0
2017-01-10 14:00:00,10,-6.46,52.24,1.12,205.0,141.2,-73.53,-28.29,233.4083226690167,362.1450404966437,9.025665882352941,0.0
2017-01-10 16:00:00,10,-10.54,74.1,0.28,12.0,12.1,-73.9,-26.23,213.3861907759339,269.5491187570437,9.219303529411764,0.0
2017-01-11 08:00:00,11,-13.23,69.87,0.18,9.9,12.2,-68.76,-22.43,204.08770278372836,256.0711738581085,9.240818823529413,0.0
2017-01-11 10:00:00,11,-13.88,70.8,0.3,34.0,33.5,-63.28,-22.12,207.61263026864123,256.79799036309225,9.208545882352942,0.0
2017-01-11 12:00:00,11,-5.58,43.54,1.67,403.0,304.5,-101.9,-36.08,212.91527839607105,406.9176396711596,9.04718117647059,0.0
2017-01-11 14:00:00,11,-4.94,44.2,1.34,151.4,120.8,-38.78,-19.54,270.69994668342565,329.54292189003723,9.197788235294118,0.0
2017-01-11 16:00:00,11,-4.74,52.84,0.3,20.0,16.3,-19.91,-12.5,285.54304936055104,298.65993247743415,9.144,0.0
2017-01-12 08:00:00,12,-9.62,72.5,0.43,10.7,12.2,-61.06,-20.23,225.26054939636143,271.6950240126542,9.154757647058824,0.0
2017-01-12 10:00:00,12,-9.6,71.9,0.27,36.4,33.8,-60.28,-22.97,229.49941927618576,276.6186636681574,9.208545882352942,0.0
2017-01-12 12:00:00,12,-1.99,38.66,0.6,289.9,219.6,-82.44,-34.19,249.57311393892252,389.5376948125943,9.04718117647059,0.0
2017-01-12 14:00:00,12,0.49,43.72,1.09,145.1,114.1,-41.75,-25.43,298.63994333513085,354.5077119301722,8.99339294117647,0.0
2017-01-12 16:00:00,12,0.28,47.8,2.07,12.0,10.4,-27.18,-16.39,304.1941012744144,318.8222004479681,9.11172705882353,0.0
2017-01-13 14:00:00,13,-10.05,49.92,2.56,117.8,106.4,-26.72,-10.63,252.68903611188477,285.1447622039745,9.122484705882353,0.0
2017-01-13 16:00:00,13,-10.78,58.97,3.07,14.8,13.8,-18.59,-6.92,254.90469461841315,269.86337230436357,9.133242352941178,0.0
2017-01-14 08:00:00,14,-9.33,72.0,0.67,10.9,23.3,-0.55,-5.53,280.55127968226145,260.03179916278094,9.197788235294118,0.0
2017-01-14 10:00:00,14,-8.17,56.09,1.54,73.9,125.9,-0.73,-9.42,289.7942569939773,218.1413644319938,9.11172705882353,0.0
2017-01-14 12:00:00,14,-7.41,45.63,2.01,187.9,218.0,-1.94,-16.88,300.3940427661692,247.2181277720724,9.025665882352941,0.0
2017-01-14 14:00:00,14,-8.18,46.17,1.73,134.8,119.7,-2.37,-12.99,292.03069276905654,297.31994896740366,9.165515294117647,0.0
2017-01-14 16:00:00,14,-9.6,52.94,1.52,16.3,15.4,-1.82,-9.29,282.36836850877137,274.6115798428918,9.07945411764706,0.0
2017-01-15 08:00:00,15,-19.27,79.7,0.2,12.8,14.8,-5.9,-20.0,252.20453331224655,233.19626884943665,9.283849411764706,0.0
2017-01-15 10:00:00,15,-18.99,77.2,0.01,38.4,38.1,-5.96,-21.71,255.1934755295281,236.9526254704962,9.133242352941178,0.0
2017-01-15 12:00:00,15,-11.91,44.18,3.37,528.1,416.7,-17.62,-19.39,266.1735276359716,395.60682161472016,8.99339294117647,0.0
2017-01-15 14:00:00,15,-11.24,44.56,1.46,226.7,162.1,-53.12,-18.82,226.3075454081335,343.07259853682297,9.133242352941178,0.0
2017-01-15 16:00:00,15,-13.97,61.73,0.28,14.9,14.6,-67.93,-28.13,208.86273460691336,256.2063001322971,9.154757647058824,0.0
2017-01-16 08:00:00,16,-22.14,77.2,0.05,14.4,15.6,-27.87,-8.03,201.66146197492458,223.6685458001902,9.26233411764706,0.0
2017-01-16 10:00:00,16,-21.51,75.8,0.15,52.5,50.6,-37.0,-11.25,196.95214636563648,229.59677446481004,9.176272941176471,0.0
2017-01-16 12:00:00,16,-15.35,46.03,1.07,211.6,186.0,-53.08,-15.81,206.44399119867882,280.67067360717937,9.07945411764706,0.0
2017-01-16 14:00:00,16,-12.97,44.87,2.55,215.5,147.0,-58.58,-17.44,211.2522315161801,340.6973318703714,9.176272941176471,0.0
2017-01-16 16:00:00,16,-13.64,50.03,2.74,28.4,24.6,-42.48,-11.06,220.06201909720818,261.6440734065352,9.176272941176471,0.0
2017-01-17 08:00:00,17,-21.85,77.6,0.13,15.1,16.1,-30.84,-8.89,200.21231426002853,224.9466708125669,9.26233411764706,0.0
2017-01-17 10:00:00,17,-19.97,74.8,0.1,55.8,52.9,-37.47,-12.04,202.94673127868674,236.39419290796656,9.133242352941178,0.0
2017-01-17 12:00:00,17,-14.45,50.29,3.39,465.0,335.9,-84.82,-17.39,174.3516309676552,406.38232754380635,9.025665882352941,0.0
2017-01-17 14:00:00,17,-13.11,45.76,3.48,327.1,152.8,-88.68,-24.53,183.5269798066347,465.0500022387481,9.025665882352941,0.0
2017-01-17 16:00:00,17,-14.79,59.8,0.55,26.7,23.9,-62.03,-22.6,206.0770197126907,255.93534320737785,9.144,0.0
2017-01-18 08:00:00,18,-23.2,81.7,0.39,11.2,13.3,-23.61,-5.84,200.32731148741547,218.8279018061876,9.26233411764706,0.0
2017-01-18 12:00:00,18,-8.96,42.7,0.4,418.1,348.2,-68.67,-19.45,218.10484618915322,358.74239046306116,9.04718117647059,0.0
2017-01-18 14:00:00,18,-6.94,44.04,2.83,331.8,151.3,-102.36,-37.92,208.68072399682447,497.86608409127547,8.982635294117648,0.0
2017-01-19 14:00:00,19,-5.75,39.77,2.94,338.0,156.6,-100.7,-34.41,211.62249097800049,504.0546043192047,9.11172705882353,0.0
2017-01-20 14:00:00,20,-5.32,44.65,3.26,341.4,160.2,-101.07,-33.86,212.40545008114873,505.6876224542302,9.122484705882353,0.0
2017-01-21 14:00:00,21,-3.86,39.43,3.06,351.0,165.2,-107.22,-37.12,215.4073210921473,517.5324686718403,9.07945411764706,0.0
2017-01-21 16:00:00,21,-9.52,59.15,0.14,9.6,11.6,-80.23,-36.0,221.66169943295765,271.5200229276448,8.971877647058824,0.0
2017-01-22 12:00:00,22,-5.61,24.42,1.68,502.1,348.7,-101.71,-31.23,207.28318970554955,471.6043231175921,8.96112,0.0
2017-01-22 14:00:00,22,-4.28,33.88,3.13,357.7,170.7,-110.25,-36.89,209.7026183758753,517.0934094030299,8.96112,0.0
2017-01-23 10:00:00,23,-16.29,67.12,0.02,45.3,42.0,-42.15,-15.94,215.8690246738734,250.7096386053964,8.96112,0.0
2017-01-23 12:00:00,23,-3.79,33.59,0.55,467.9,339.2,-113.46,-45.32,218.03152019160646,450.4282144064824,8.96112,0.0
2017-01-23 14:00:00,23,-1.66,31.33,1.84,358.4,172.2,-121.08,-50.03,224.14952764802706,527.8685359124898,8.96112,0.0
2017-01-23 16:00:00,23,-8.07,54.38,0.17,10.7,12.4,-86.38,-39.39,224.47856819833157,277.9496425784969,8.96112,0.0
2017-01-24 14:00:00,24,-3.54,32.68,2.91,365.9,179.6,-115.94,-41.13,211.2663201339402,519.5425893193003,8.96112,0.0
2017-01-24 16:00:00,24,-8.83,48.1,0.13,10.5,12.6,-86.93,-38.55,219.64065334166747,274.28055889066394,9.057938823529412,0.0
2017-01-25 08:00:00,25,-17.02,73.8,0.41,14.5,15.4,-54.91,-21.29,204.32664780019863,242.9571082488409,9.133242352941178,0.0
2017-01-25 10:00:00,25,-10.54,48.52,1.13,96.6,81.2,-55.94,-22.68,230.3991777889209,287.84900069328927,9.090211764705883,0.0
2017-01-25 12:00:00,25,-0.94,29.69,0.91,454.4,340.2,-102.17,-39.11,236.86350502028375,446.1433161182767,9.004150588235294,0.0
2017-01-25 16:00:00,25,-6.95,59.12,0.45,11.8,13.6,-83.17,-34.89,227.7170416985848,282.59307475643607,8.982635294117648,0.0
2017-01-26 12:00:00,26,-2.66,27.42,1.48,471.4,350.2,-108.69,-38.51,220.66327712573772,446.6136903488782,9.04718117647059,0.0
2017-01-26 14:00:00,26,-1.64,36.14,3.13,368.6,189.5,-107.13,-35.84,223.95695304249364,519.5767877532375,8.982635294117648,0.0
2017-01-26 16:00:00,26,-6.9,58.99,0.14,11.7,13.3,-81.43,-34.96,230.06796894430045,283.04317555587073,8.982635294117648,1.0
2017-01-27 08:00:00,27,-15.29,74.7,0.35,16.1,17.3,-44.02,-12.52,213.48950532843287,249.2628229199323,9.07945411764706,1.0
2017-01-27 10:00:00,27,-13.5,79.5,0.25,60.3,54.2,-43.77,-13.49,221.96331894818385,264.9149128088686,9.402183529411765,1.0
2017-01-27 12:00:00,27,-2.9,46.75,1.84,473.9,347.4,-105.2,-34.38,218.8318732078058,451.7952734439333,9.283849411764706,1.0
2017-01-27 14:00:00,27,-2.27,48.43,3.51,373.8,199.1,-97.68,-27.78,222.74814186102788,511.53208519042585,9.187030588235295,1.0
2017-01-27 16:00:00,27,-6.11,67.35,0.29,11.1,13.0,-79.04,-30.52,231.04447332716998,286.0857956412196,9.337637647058825,1.0
2017-01-28 08:00:00,28,-13.05,88.0,0.19,41.6,36.2,-29.78,-8.33,234.1795703894982,265.87968845325264,9.41294117647059,1.0
2017-01-28 10:00:00,28,-8.75,70.3,0.2,165.0,137.4,-37.74,-13.49,248.46464984037397,309.6807065109761,9.402183529411765,1.0
2017-01-28 12:00:00,28,-3.13,55.7,1.63,321.9,249.4,-75.74,-29.75,247.11881834756474,387.01256096858003,9.391425882352943,1.0
2017-01-28 14:00:00,28,-2.36,58.28,2.86,249.9,166.6,-77.94,-23.72,240.8550300812674,403.21630516981526,9.219303529411764,1.0
2017-01-28 16:00:00,28,-5.68,68.75,0.33,19.4,18.5,-76.01,-29.01,234.70065496998706,291.25319334070724,9.402183529411765,1.0
2017-01-29 12:00:00,29,-0.81,38.65,0.62,487.9,358.5,-84.82,-27.38,244.09381511973442,464.68413389187134,9.434456470588236,1.0
2017-01-29 14:00:00,29,-0.67,40.41,3.4,378.6,209.2,-101.07,-31.47,230.37912249480064,512.5514955762646,9.380668235294118,1.0
2017-01-29 16:00:00,29,-4.91,61.72,0.28,13.6,15.1,-78.31,-31.67,238.48177716676116,291.77575591528534,9.273091764705882,1.0
2017-01-30 08:00:00,30,-11.65,82.3,0.39,32.8,28.9,-8.09,-2.37,258.383444170797,269.741177346712,9.369910588235294,1.0
2017-01-30 10:00:00,30,-4.79,58.44,0.2,123.7,107.0,-9.12,-3.71,287.685100611044,313.78899671494014,9.423698823529412,1.0
2017-01-30 12:00:00,30,-0.37,43.0,0.64,315.7,242.5,-59.31,-27.02,275.80745876897504,400.3529133144296,9.316122352941177,1.0
2017-01-30 14:00:00,30,-0.66,54.59,1.93,149.2,121.5,-29.54,-17.59,298.48876193421864,345.3010405646791,9.240818823529413,1.0
2017-01-30 16:00:00,30,-3.38,92.2,0.8,17.9,17.6,-1.21,-6.49,306.53538042754843,300.6558054570644,9.165515294117647,1.0
2017-01-31 08:00:00,31,-4.55,89.1,0.36,29.4,46.6,0.0,-2.43,297.9946913956201,274.81877640152334,9.197788235294118,1.0
2017-01-31 10:00:00,31,-3.15,87.2,0.96,65.5,109.5,-0.49,-7.04,309.0602229149941,249.37899505194804,9.251576470588235,1.0
2017-01-31 12:00:00,31,-2.11,87.6,0.73,74.2,120.1,-0.36,-10.25,317.67311414469964,251.80534554965834,9.11172705882353,1.0
2017-01-31 14:00:00,31,-1.77,91.0,0.64,58.7,97.7,-0.61,-8.25,316.5549732730578,261.4900382081227,9.144,1.0
2017-01-31 16:00:00,31,-1.65,93.2,0.23,22.9,38.2,-0.36,-8.62,317.8312779792462,290.01545743615293,9.133242352941178,1.0
2017-02-01 08:00:00,32,-2.45,93.2,0.0,17.9,38.7,-0.06,-3.64,308.69077579026225,279.90683246086434,9.154757647058824,1.0
2017-02-01 10:00:00,32,-0.74,85.3,1.03,82.6,170.5,-0.85,-5.04,317.17731322812074,208.45240177593655,9.26233411764706,1.0
2017-02-01 12:00:00,32,1.42,81.1,0.93,295.4,255.7,-34.94,-16.62,300.62255126985133,369.12314158862347,9.197788235294118,0.0
2017-02-01 14:00:00,32,2.03,81.8,0.37,165.6,125.6,-66.56,-21.1,271.45333623865923,372.3506207723074,9.26233411764706,0.0
2017-02-01 16:00:00,32,-1.13,86.1,0.47,23.9,22.1,-41.18,-12.31,276.36123394757647,312.5713874304572,9.197788235294118,0.0
2017-02-02 08:00:00,33,-7.35,90.4,0.77,44.5,39.9,-10.14,-2.25,273.695541317427,288.4417042454081,9.165515294117647,0.0
2017-02-02 10:00:00,33,-3.07,78.2,0.7,140.9,125.1,-20.28,-4.61,283.183743788295,320.3384073065949,9.176272941176471,0.0
2017-02-02 12:00:00,33,1.6,69.05,1.29,248.0,204.6,-36.23,-18.08,301.6691261986813,374.33736704874036,9.133242352941178,0.0
2017-02-02 14:00:00,33,1.59,70.6,2.1,159.3,137.9,-23.96,-14.19,311.5158325964377,348.3163048514554,9.100969411764707,0.0
2017-02-02 16:00:00,33,-0.11,87.4,1.49,31.5,28.8,-12.98,-6.13,307.0414794730356,318.31656802085143,9.154757647058824,0.0
2017-02-03 08:00:00,34,-1.93,98.6,0.12,11.5,20.9,-0.43,-1.82,308.45136505869016,295.71228595597466,9.219303529411764,0.0
2017-02-03 10:00:00,34,-0.7,92.9,0.5,43.2,96.6,-0.67,-5.28,317.8566099277245,249.36782598439513,9.29460705882353,0.0
2017-02-03 12:00:00,34,-0.23,92.6,1.56,87.9,170.2,-1.88,-2.61,315.437085640774,217.40875033971145,9.251576470588235,0.0
2017-02-03 14:00:00,34,0.58,77.2,2.72,450.0,318.6,-80.14,-22.68,250.48695993223788,473.4621665438081,9.240818823529413,0.0
2017-02-03 16:00:00,34,-1.14,88.4,0.35,43.1,38.2,-49.86,-21.59,277.0239684892379,316.18571583280345,9.165515294117647,0.0
2017-02-04 08:00:00,35,-10.08,86.1,0.65,44.7,48.4,0.0,-2.86,274.93822292169574,267.1932406312589,9.283849411764706,0.0
2017-02-04 10:00:00,35,-4.13,79.4,1.98,138.7,147.5,-0.24,-7.66,305.7363161610093,286.58637519288646,9.273091764705882,0.0
2017-02-04 12:00:00,35,-2.56,76.6,2.86,219.5,200.3,-2.12,-12.62,316.36620847623294,326.6377551114159,9.165515294117647,0.0
2017-02-04 14:00:00,35,-3.27,81.0,1.49,155.8,144.0,-0.43,-10.2,312.32654030210404,314.7232345169801,9.154757647058824,0.0
2017-02-04 16:00:00,35,-4.29,89.3,0.64,34.5,32.0,-1.7,-31.19,331.087109370341,299.2217020503883,9.197788235294118,0.0
2017-02-05 08:00:00,36,-14.21,84.6,0.56,42.0,41.3,-0.06,-0.73,255.69677799988645,255.7321971262147,9.283849411764706,0.0
2017-02-05 10:00:00,36,-6.76,64.56,0.46,109.4,110.3,-0.3,-3.59,289.4162600033904,284.4693886928827,9.369910588235294,0.0
2017-02-05 12:00:00,36,-4.46,72.7,1.57,177.0,169.4,-3.22,-17.12,311.93235487962625,304.4943383507006,9.359152941176472,0.0
2017-02-05 14:00:00,36,-4.95,89.0,0.58,112.6,132.5,-1.21,-14.75,309.35748877553056,269.87696929501107,9.165515294117647,0.0
2017-02-05 16:00:00,36,-5.67,92.2,0.69,22.2,35.2,-0.73,-6.13,296.60946258068685,274.88573176604694,9.240818823529413,0.0
2017-02-06 10:00:00,37,-3.9,75.8,0.0,68.2,174.5,-0.97,-14.03,313.41201953846996,172.49112225393628,9.359152941176472,0.0
2017-02-06 12:00:00,37,-3.15,67.65,1.13,72.5,184.1,-0.24,-18.39,322.75561842857144,169.56789705903188,9.391425882352943,0.0
2017-02-06 14:00:00,37,-3.48,67.72,2.07,79.4,167.5,1.64,-15.95,320.6240055349742,195.84242348066485,9.369910588235294,0.0
2017-02-06 16:00:00,37,-4.83,78.6,0.43,22.0,40.6,0.12,-23.06,321.2642371343529,271.937200534589,9.499002352941178,0.0
2017-02-07 08:00:00,38,-17.35,81.4,0.05,12.3,22.2,-0.06,-5.11,248.72674211351548,231.07621082662055,9.499002352941178,0.0
2017-02-07 10:00:00,38,-14.09,86.0,0.27,47.4,78.9,-0.18,-4.62,260.6206317796393,218.1885184384351,9.574305882352942,0.0
2017-02-07 12:00:00,38,-3.4,46.64,1.13,191.3,270.7,0.18,-12.09,314.6989926478998,206.46994896431067,9.488244705882353,0.0
2017-02-07 14:00:00,38,-1.22,40.16,1.37,321.9,266.3,-43.38,-18.93,281.1690012307448,375.67903664987114,9.402183529411765,0.0
2017-02-07 16:00:00,38,-2.03,57.82,0.36,88.4,75.2,-42.17,-23.42,284.2210859418058,321.9424554813572,9.380668235294118,0.0
2017-02-08 08:00:00,39,-6.23,79.7,0.35,65.8,57.3,-10.2,-5.71,282.51002699854973,297.84650869866783,9.455971764705883,0.0
2017-02-08 10:00:00,39,-2.09,55.64,0.13,237.1,199.1,-49.72,-24.89,276.7717063760051,350.95116328273474,9.531275294117647,0.0
2017-02-08 12:00:00,39,-0.72,55.0,2.32,346.9,293.9,-41.98,-21.17,287.75307898717756,374.89593613003467,9.391425882352943,0.0
2017-02-08 14:00:00,39,-1.0,52.72,2.26,208.5,183.1,-29.05,-16.26,295.9397677476557,341.02831556347627,9.348395294117648,0.0
2017-02-08 16:00:00,39,-1.31,67.17,0.79,40.0,36.2,-24.39,-13.59,296.8744605813083,314.11176872770733,9.402183529411765,0.0
2017-02-09 08:00:00,40,-7.75,94.3,0.76,41.5,38.6,-14.39,-6.8,272.34997299164047,284.7348608310738,9.50976,0.0
2017-02-09 10:00:00,40,-10.2,89.1,0.49,69.8,67.0,-40.26,-19.37,246.40292632061684,274.3722297444657,9.47748705882353,0.0
2017-02-09 12:00:00,40,-4.31,60.68,2.53,521.6,420.6,-89.6,-25.61,220.63296561799638,415.4263540477484,9.455971764705883,0.0
2017-02-09 14:00:00,40,-3.43,56.1,3.47,466.4,344.3,-94.46,-24.62,217.62331469747795,444.23488494541175,9.434456470588236,0.0
2017-02-09 16:00:00,40,-6.74,73.4,0.39,33.5,31.1,-64.99,-28.63,242.68973958301268,288.4512507990694,9.337637647058825,0.0
2017-02-10 08:00:00,41,-9.21,77.6,0.53,67.9,60.3,-9.67,-3.28,267.62751570809047,284.1446349524825,9.369910588235294,0.0
2017-02-10 10:00:00,41,-3.89,73.2,1.1,260.0,233.4,-24.41,-14.39,286.2071775506889,329.44212442199944,9.466729411764707,0.0
2017-02-10 12:00:00,41,-2.47,79.6,1.28,263.8,237.1,-19.61,-14.45,298.2820353184196,335.8971474789863,9.273091764705882,0.0
2017-02-11 14:00:00,42,-1.87,60.49,2.37,474.6,361.6,-103.46,-32.68,223.51633709196744,440.49390497862623,9.316122352941177,0.0
2017-02-11 16:00:00,42,-5.24,71.2,0.53,74.3,64.0,-71.51,-31.24,244.56056834784982,304.26540896178136,9.208545882352942,0.0
2017-02-12 08:00:00,43,-11.67,84.8,0.44,62.9,56.1,-6.38,-4.68,263.0485038405711,273.08392296689925,9.369910588235294,0.0
2017-02-12 10:00:00,43,-5.89,67.13,0.27,204.6,177.5,-21.63,-13.91,280.165815457477,321.2756147490944,9.44521411764706,0.0
2017-02-12 12:00:00,43,-1.4,54.86,2.52,496.3,403.5,-89.6,-27.18,235.52011468114412,418.7786743033401,9.273091764705882,0.0
2017-02-12 14:00:00,43,-1.06,55.97,3.6,456.6,348.0,-97.03,-26.44,227.42471248464625,438.98315404308784,9.305364705882353,0.0
2017-02-12 16:00:00,43,-3.59,67.5,1.05,67.7,60.7,-74.45,-29.05,245.76669273205036,307.6321000520031,9.240818823529413,0.0
2017-02-13 12:00:00,44,-0.72,51.06,2.96,605.0,451.7,-99.42,-25.13,224.61258311940892,493.31388182070765,9.402183529411765,0.0
2017-02-13 14:00:00,44,-0.06,53.7,3.73,473.7,355.2,-103.0,-28.5,227.4022428188415,455.26528886370573,9.26233411764706,0.0
2017-02-13 16:00:00,44,-3.83,70.3,0.43,24.4,25.6,-81.06,-35.24,244.20609227512676,296.88613950062853,9.380668235294118,0.0
2017-02-14 08:00:00,45,-14.22,89.4,0.29,21.8,22.6,-8.81,-6.26,251.85575058273585,253.9218662852152,9.402183529411765,0.0
2017-02-14 10:00:00,45,-12.87,87.2,0.26,67.6,60.0,-7.47,-6.02,258.51141816518475,269.1961879408636,9.47748705882353,0.0
